Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow3_Bbr_Bps,Flow4_Dctcp_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow3_PktLoss,Flow4_PktLoss,Flow1_Cwnd,Flow2_Cwnd,Flow3_Cwnd,Flow4_Cwnd,JainsFairnessIndex
0.4,421080,361080,361080,361080,20,24,24,24,41992,41992,41992,41992,0.99525
0.5,300000,360000,360000,240000,40,36,36,44,65535,65535,65535,65535,0.975664
0.6,360000,285000,240000,360000,36,41,42,36,65535,65535,65535,65535,0.973573
0.7,300000,345000,300000,300000,37,39,45,38,66983,66983,66983,65535,0.996096
0.8,255000,270000,360000,360000,44,41,37,37,66983,66983,66983,66983,0.975779
0.9,300000,315000,315000,315000,45,47,38,32,65229,68431,66983,66983,0.999565
1,360000,360000,300000,240000,31,39,43,43,56678,68431,68431,63998,0.975664
1.1,315000,345000,345000,240000,28,37,36,37,42559,68431,68431,54904,0.981339
1.2,225000,315000,300000,405000,22,38,33,22,39614,63907,57977,42000,0.959471
1.3,195000,405000,405000,240000,20,30,19,19,31942,48919,43652,39830,0.914631
1.4,300000,390000,285000,285000,9,17,21,16,24141,37631,38143,28211,0.98109
1.5,210000,360000,405000,270000,8,12,15,16,19236,29369,31114,28211,0.943699
1.6,180000,315000,375000,375000,11,16,13,15,20684,30817,32562,31107,0.938556
1.7,225000,360000,315000,345000,13,20,15,13,22132,33713,34010,32555,0.972473
1.8,225000,360000,345000,315000,13,18,17,15,23580,33713,35458,34003,0.972473
1.9,225000,345000,345000,345000,15,18,19,14,25028,35161,36906,34003,0.97351
2,255000,270000,375000,345000,15,23,16,14,26476,36609,36906,35451,0.974675
2.1,225000,375000,375000,270000,17,19,16,21,27924,38057,38354,36899,0.957337
2.2,285000,375000,270000,315000,15,21,23,19,29372,39505,39802,38347,0.983581
2.3,225000,315000,375000,345000,19,23,21,19,30820,40953,41250,39795,0.969231
2.4,285000,345000,315000,300000,14,25,21,24,30820,42401,42698,41243,0.994945
2.5,210000,360000,315000,360000,15,17,27,27,32268,42401,44146,42691,0.962689
2.6,210000,225000,405000,405000,22,29,24,14,33716,43849,44146,42691,0.916578
2.7,330000,435000,270000,210000,19,25,27,23,35164,45297,45594,44139,0.933469
2.8,255000,315000,345000,345000,14,27,27,27,35164,46745,47042,45587,0.986577
2.9,195000,330000,345000,375000,20,19,31,29,36612,46745,48490,47035,0.953099
3,270000,285000,465000,225000,25,31,16,28,38060,48193,48490,47035,0.920497
3.1,300000,405000,210000,330000,19,29,27,29,38060,49641,49938,48483,0.952045
3.2,195000,345000,315000,405000,21,22,33,31,39508,49641,51386,49931,0.944325
3.3,285000,240000,495000,225000,27,35,16,30,40956,51089,51386,49931,0.891895
3.4,300000,435000,150000,360000,21,29,31,31,40956,52537,52834,51379,0.898409
3.5,135000,270000,405000,435000,27,23,35,30,42404,52537,54282,51379,0.872025
3.6,405000,345000,315000,180000,22,31,30,35,42404,53985,54282,52827,0.934482
3.7,210000,375000,300000,375000,23,28,33,35,43852,53985,55730,54275,0.95558
3.8,225000,180000,465000,375000,31,37,32,22,45300,55433,55730,54275,0.880946
3.9,300000,465000,240000,240000,25,35,31,33,45300,56881,57178,55723,0.919514
4,195000,270000,345000,435000,29,27,39,32,46748,56881,58626,55723,0.92445
4.1,435000,375000,240000,210000,20,35,39,33,46748,58329,58626,57171,0.919708
4.2,120000,345000,375000,405000,27,28,39,36,48196,58329,60074,57171,0.884566
4.3,375000,270000,420000,180000,32,35,27,39,48196,59777,60074,58619,0.917555
4.4,195000,360000,255000,435000,28,31,37,39,49644,59777,61522,60067,0.918533
4.5,285000,255000,510000,195000,33,41,25,38,49644,61225,61522,60067,0.872025
4.6,225000,465000,150000,420000,29,34,36,39,51092,61225,62970,61515,0.852174
4.7,270000,150000,465000,360000,35,43,35,27,51092,62673,62970,61515,0.878251
4.8,255000,495000,195000,300000,31,34,39,40,52540,62673,64418,62963,0.884566
4.9,270000,150000,450000,375000,35,43,41,23,52540,64121,64418,62963,0.883658
5,285000,495000,195000,285000,33,34,41,39,53988,64121,65866,63730,0.890909
5.1,240000,150000,450000,405000,37,45,45,19,53988,65863,65866,59147,0.867632
5.2,285000,525000,225000,210000,33,33,41,39,55436,64745,67622,60595,0.858122
5.3,270000,150000,450000,375000,37,41,44,20,55436,61709,66392,60595,0.883658
5.4,315000,465000,225000,240000,31,31,37,37,54023,58402,63568,57326,0.914631
5.5,240000,150000,435000,435000,37,39,40,16,54023,58402,60134,57326,0.865554
5.6,375000,495000,255000,120000,30,31,31,39,54023,55388,60134,58774,0.833212
5.7,255000,180000,345000,465000,28,31,38,27,51391,55388,57202,55776,0.895606
5.8,405000,375000,255000,210000,26,35,35,31,51391,56836,57202,55776,0.936514
5.9,180000,240000,405000,435000,28,33,32,32,51391,54147,57202,55776,0.895431
6,360000,405000,360000,120000,33,30,27,39,52839,54147,58650,57224,0.885476
6.1,225000,300000,255000,465000,26,24,39,39,52839,51700,60098,58672,0.918533
6.2,300000,240000,450000,255000,37,34,29,30,54287,51700,60098,58672,0.933469
6.3,315000,390000,180000,360000,33,23,38,39,55735,51700,61546,60120,0.937534
6.4,255000,120000,435000,450000,36,36,42,21,55735,53148,61546,60120,0.842407
6.5,390000,435000,255000,165000,33,27,36,41,57183,53148,62994,61568,0.893747
6.6,210000,210000,375000,450000,33,30,43,31,57183,54596,62994,61568,0.898409
6.7,375000,360000,315000,195000,34,35,33,41,58631,56044,64442,63016,0.950994
6.8,195000,210000,435000,420000,35,29,34,41,58631,56044,62058,63016,0.886432
6.9,435000,345000,180000,285000,33,37,37,37,60079,57492,62058,64464,0.918533
7,150000,210000,450000,435000,41,31,32,38,60079,57492,59997,64464,0.845484
7.1,495000,375000,165000,210000,31,37,37,39,58204,58940,59997,65912,0.847981
7.2,120000,210000,435000,480000,39,35,33,37,58204,58940,59997,65912,0.810471
7.3,510000,375000,180000,195000,31,37,38,39,59652,57210,61445,67360,0.842407
7.4,90000,210000,435000,510000,39,37,32,34,59652,57210,59608,65376,0.772656
7.5,495000,375000,195000,180000,32,36,37,38,57973,55551,59608,65376,0.849655
7.6,150000,210000,405000,480000,34,36,33,32,57973,55551,57891,63528,0.840532
7.7,465000,450000,180000,165000,27,33,38,38,56401,56999,57891,63528,0.829727
7.8,270000,90000,405000,480000,23,38,39,36,56401,55319,57891,61723,0.815073
7.9,270000,465000,360000,150000,34,33,25,41,56296,55319,57547,61723,0.878251
8,345000,225000,225000,450000,25,30,37,40,56296,55319,57547,59950,0.916578
8.1,225000,330000,420000,270000,37,38,24,34,56296,56767,55786,59950,0.947854
8.2,360000,255000,225000,420000,36,31,31,35,57744,56767,55786,59950,0.941302
8.3,210000,315000,345000,375000,38,39,36,22,57744,58215,55786,61398,0.961614
8.4,390000,420000,210000,225000,34,29,37,36,57744,58215,57234,61398,0.915603
8.5,240000,255000,360000,390000,35,35,39,32,59192,59663,57234,61283,0.958403
8.6,345000,435000,240000,240000,38,24,38,42,60640,59663,58682,61283,0.937301
8.7,240000,210000,405000,390000,36,33,36,36,60640,61111,58682,61283,0.927437
8.8,375000,405000,225000,240000,40,25,36,42,62088,59679,60130,61283,0.938556
8.9,225000,210000,420000,390000,37,33,33,41,62088,59679,60130,62731,0.915603
9,420000,405000,180000,240000,39,28,38,42,63536,59679,61578,61404,0.900288
9.1,195000,180000,435000,450000,38,36,32,37,63536,61127,60139,61404,0.858812
9.2,420000,450000,195000,180000,40,25,36,41,62253,60816,60139,61404,0.862419
9.3,210000,150000,405000,480000,40,37,31,33,62253,59740,58730,61561,0.840532
9.4,420000,480000,210000,135000,40,27,34,40,60990,58384,58730,61561,0.826019
9.5,210000,135000,375000,540000,42,39,29,28,60990,58384,57400,60116,0.802548
