Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow3_Bbr_Bps,Flow4_Dctcp_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow3_PktLoss,Flow4_PktLoss,Flow1_Cwnd,Flow2_Cwnd,Flow3_Cwnd,Flow4_Cwnd,JainsFairnessIndex
0.4,421080,361080,361080,361080,20,24,24,24,41992,41992,41992,41992,0.99525
0.5,300000,360000,360000,240000,40,36,36,44,65535,65535,65535,65535,0.975664
0.6,360000,285000,240000,360000,36,41,42,36,65535,65535,65535,65535,0.973573
0.7,300000,345000,300000,300000,37,39,45,38,66983,66983,66983,65535,0.996096
0.8,255000,270000,360000,360000,44,41,37,37,66983,66983,66983,66983,0.975779
0.9,300000,315000,315000,315000,47,47,38,32,68431,68431,66983,66983,0.999565
1,360000,360000,300000,240000,39,39,43,37,68431,68431,68431,56678,0.975664
1.1,345000,345000,315000,240000,45,34,37,32,69455,68431,68431,47059,0.981339
1.2,345000,240000,330000,330000,34,37,32,21,60473,55981,61970,40074,0.982459
1.3,330000,390000,375000,150000,28,20,22,21,43652,43652,50492,33333,0.91366
1.4,315000,300000,330000,315000,25,19,20,11,44862,34840,38124,27356,0.998867
1.5,420000,315000,315000,195000,15,14,13,8,29683,30104,29639,17742,0.938556
1.6,360000,315000,345000,225000,14,18,13,8,31131,31552,31087,19190,0.972473
1.7,345000,390000,315000,195000,14,13,17,13,32579,33000,32535,22086,0.948898
1.8,345000,360000,315000,225000,14,14,23,13,34027,34448,33983,23534,0.972473
1.9,345000,345000,345000,225000,14,14,23,15,35475,35896,35431,24982,0.97351
2,375000,270000,345000,255000,14,21,21,14,36923,37344,36879,24982,0.974675
2.1,300000,315000,375000,255000,17,23,21,10,38371,38792,38327,26430,0.981339
2.2,285000,375000,375000,210000,25,23,19,13,39819,40240,39775,27878,0.953099
2.3,375000,375000,315000,195000,23,19,21,17,41267,41688,41223,29326,0.948387
2.4,375000,300000,315000,255000,19,24,27,17,42715,43136,42671,30774,0.981339
2.5,285000,360000,375000,225000,29,20,16,20,44163,43136,42671,30774,0.963766
2.6,435000,270000,240000,300000,14,25,29,19,44163,44584,44119,32222,0.945772
2.7,210000,375000,435000,225000,29,27,23,17,45611,46032,45567,33670,0.912692
2.8,405000,345000,285000,225000,20,25,28,21,45611,47480,45567,35118,0.956616
2.9,300000,375000,360000,210000,31,22,19,23,47059,47480,47015,35118,0.958403
3,405000,210000,285000,345000,21,33,29,19,48507,48928,48463,36566,0.948898
3.1,270000,405000,375000,195000,28,29,24,23,49955,50376,48463,38014,0.932458
3.2,285000,360000,360000,255000,33,33,17,20,49955,50376,49911,38014,0.978912
3.3,465000,225000,255000,300000,21,35,33,21,51403,51824,51359,39462,0.918533
3.4,255000,435000,360000,195000,31,26,27,27,52851,51824,51359,40910,0.918533
3.5,300000,360000,375000,210000,35,29,21,27,52851,53272,52807,40910,0.958403
3.6,285000,255000,315000,390000,35,35,31,18,54299,54720,54255,42358,0.974675
3.7,435000,345000,240000,240000,24,32,37,26,54299,54720,54255,42358,0.937301
3.8,360000,360000,315000,210000,27,27,37,29,55747,56168,55703,43806,0.962689
3.9,255000,315000,435000,240000,35,35,26,30,57195,57616,55703,45254,0.942666
4,300000,360000,360000,225000,39,37,23,29,57195,57616,57151,45254,0.96919
4.1,345000,285000,285000,345000,35,35,35,23,58643,59064,58599,46702,0.991011
4.2,300000,300000,300000,345000,35,39,39,14,58643,59064,58599,46702,0.996096
4.3,375000,315000,345000,210000,33,39,37,25,60091,60512,60047,48150,0.961614
4.4,405000,315000,240000,285000,24,38,41,32,60091,60512,60047,48150,0.963766
4.5,360000,300000,375000,210000,25,41,41,29,61539,61960,61495,49598,0.958403
4.6,255000,450000,285000,270000,36,29,38,33,61539,61960,61495,49598,0.941302
4.7,360000,330000,330000,225000,33,32,43,35,62987,63408,62943,51046,0.973573
4.8,345000,300000,330000,270000,38,32,37,35,62987,63408,62943,51046,0.991508
4.9,300000,375000,315000,255000,38,30,43,35,65842,64856,64391,52494,0.981339
5,345000,315000,330000,270000,38,33,37,35,64691,64856,64391,52494,0.992126
5.1,315000,360000,315000,255000,32,30,45,37,56643,66304,65839,53942,0.985833
5.2,345000,300000,330000,270000,33,36,39,37,56643,66304,65839,53942,0.991508
5.3,225000,390000,345000,285000,34,29,45,38,56643,67752,67287,55390,0.961614
5.4,360000,285000,330000,270000,31,37,40,36,56643,67752,69300,52378,0.986963
5.5,210000,405000,345000,300000,34,29,47,34,58091,69200,68279,52378,0.951456
5.6,375000,285000,345000,240000,32,38,35,33,60438,65689,60305,49663,0.972473
5.7,210000,405000,360000,270000,35,28,40,33,59793,65689,60305,49663,0.943699
5.8,405000,330000,285000,225000,30,31,37,34,56442,62400,57241,49663,0.957337
5.9,195000,330000,465000,270000,36,30,27,33,53569,62400,57241,48592,0.910217
6,375000,300000,240000,330000,36,38,29,27,53569,64076,57241,48592,0.975779
6.1,165000,360000,330000,390000,35,39,30,16,53569,59246,54369,48592,0.927437
6.2,375000,375000,330000,165000,37,35,28,23,55017,60694,54369,46213,0.928437
6.3,405000,315000,210000,315000,23,34,37,30,52444,60694,55817,46213,0.953099
6.4,270000,375000,405000,210000,27,36,35,27,52444,62142,57265,47661,0.941302
6.5,405000,330000,270000,240000,27,36,33,31,53892,62142,57265,47661,0.960541
6.6,120000,420000,465000,240000,37,33,29,32,53892,63590,58713,49109,0.834019
6.7,435000,345000,210000,255000,37,30,33,31,55340,63590,58713,49109,0.928437
6.8,120000,300000,375000,465000,37,43,35,17,55340,65038,60161,50557,0.860488
6.9,435000,375000,345000,90000,39,43,28,27,56788,66486,60161,50557,0.847981
7,300000,270000,270000,405000,27,44,41,25,56788,64108,61609,52005,0.96919
7.1,285000,405000,405000,150000,39,41,28,29,58236,64108,61609,52005,0.897473
7.2,405000,255000,210000,375000,20,44,43,34,58236,64108,63057,53453,0.936514
7.3,180000,420000,435000,225000,41,43,32,27,59684,65556,63057,53453,0.884654
7.4,420000,300000,210000,315000,23,41,42,37,59684,65556,62457,54901,0.945772
7.5,195000,405000,435000,210000,41,41,33,29,61132,67004,62457,54901,0.890052
7.6,420000,285000,195000,345000,27,40,42,37,61132,67004,62457,56349,0.934482
7.7,195000,390000,480000,195000,43,40,32,30,62580,65113,62457,56349,0.865554
7.8,420000,315000,150000,360000,29,35,40,37,62580,65113,60671,54745,0.905971
7.9,225000,345000,465000,210000,42,39,32,29,60911,63186,60671,54745,0.90123
8,390000,300000,210000,345000,33,34,36,35,60911,63186,62119,54617,0.956274
8.1,240000,345000,435000,225000,40,39,34,26,59266,64634,60436,54617,0.930443
8.2,435000,300000,225000,300000,34,34,33,35,59266,64634,60436,54617,0.945338
8.3,210000,345000,375000,315000,37,37,34,28,59005,62796,60436,52973,0.961614
8.4,495000,300000,240000,210000,27,42,33,36,59005,62796,61884,52973,0.8873
8.5,120000,435000,390000,300000,36,36,37,30,59005,62386,61884,52973,0.869384
8.6,540000,240000,240000,240000,22,39,41,35,57381,62386,61582,51308,0.854651
8.7,60000,465000,435000,285000,35,32,39,32,57381,62386,61582,51308,0.790385
8.8,525000,300000,180000,240000,31,30,41,34,58829,62386,59941,51130,0.850494
8.9,30000,330000,510000,375000,40,34,33,29,58829,63834,59941,51130,0.759035
9,570000,375000,165000,135000,40,25,36,34,60277,62081,59941,51130,0.758366
9.1,45000,255000,450000,510000,39,41,36,22,60277,62081,61389,52578,0.749363
9.2,555000,405000,195000,90000,41,34,35,29,61725,62081,61389,52578,0.747829
9.3,165000,210000,435000,435000,32,43,41,25,61725,63529,61213,54026,0.861556
9.4,450000,435000,270000,90000,43,39,31,31,63173,62008,61213,54026,0.819729
9.5,240000,210000,345000,465000,29,41,42,31,63173,62008,61213,55474,0.908342
