Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
181.2,810000,0,0,450000,1816,1595,1120,1172,97016,26064,60816,89776,0.462264
181.3,510000,270000,0,465000,1794,1596,1120,1194,97016,27512,60816,91224,0.705551
181.4,495000,285000,0,465000,1816,1577,1121,1192,98464,27512,1448,92672,0.71433
181.5,750000,0,15000,480000,1796,1596,1120,1194,98464,28960,1448,92672,0.488582
181.6,255000,285000,0,720000,1818,1594,1122,1179,99912,30408,2896,94120,0.597156
181.7,990000,0,30000,225000,1796,1598,1123,1196,99912,30408,4344,94120,0.375627
181.8,30000,285000,0,930000,1819,1600,1123,1163,99912,30408,4344,94120,0.409183
181.9,1.02e+06,0,30000,195000,1769,1600,1123,1150,99912,30408,4344,94120,0.359026
182,680640,315000,30000,231200,1796,1601,1124,1200,102808,31856,4344,95568,0.640208
182.1,360000,0,0,887040,1772,1601,1124,1181,102808,31856,4344,95568,0.424225
182.2,271560,315000,30000,626000,1824,1602,1126,1185,104256,33304,7240,95568,0.682265
182.3,630000,330000,0,285000,1786,1603,1126,1172,104256,33304,7240,95568,0.660119
182.4,497440,345000,30000,385360,1772,1590,1126,1149,104256,34752,7240,95568,0.76669
182.5,814360,375000,30000,31400,1791,1605,1127,1146,104256,37648,7240,95568,0.485421
182.6,826560,375000,45000,0,1808,1607,1128,1146,104256,39096,5792,95568,0.470397
182.7,780000,405000,60000,0,1827,1588,1129,1146,105704,39096,8688,95568,0.499348
182.8,1.05e+06,120000,75000,0,1822,1599,1124,1146,107152,40544,8688,95568,0.345209
182.9,960000,285000,0,0,1810,1609,1131,1146,107152,41992,10136,95568,0.386415
183,720000,435000,105000,0,1811,1609,1131,1146,108600,43440,11584,95568,0.552286
183.1,705000,435000,105000,0,1821,1600,1133,1147,110048,43440,13032,1448,0.555744
183.2,960000,135000,135000,15000,1832,1602,1124,1146,111496,44888,13032,1448,0.404379
183.3,915000,330000,0,0,1813,1611,1133,1148,111496,46336,14480,2896,0.409572
183.4,615000,465000,135000,30000,1815,1613,1135,1150,112944,47784,15928,5792,0.631555
183.5,780000,255000,165000,60000,1836,1596,1135,1146,114392,47784,17376,5792,0.563578
183.6,1.005e+06,240000,0,0,1815,1612,1135,1153,114392,47784,17376,10136,0.362961
183.7,495000,480000,165000,103400,1815,1613,1137,1158,115840,49232,18824,18824,0.752931
183.8,870000,135000,195000,45000,1838,1604,1128,1155,117288,49232,18824,18824,0.475366
183.9,765000,360000,0,135000,1817,1615,1136,1170,117288,50680,18824,36200,0.541436
184,450000,270000,180000,345000,1838,1608,1137,1167,118736,52128,20272,50680,0.907881
184.1,990000,255000,0,0,1818,1615,1137,1195,118736,52128,20272,70952,0.370775
184.2,225000,480000,180000,360000,1840,1596,1139,1216,120184,53576,20272,70952,0.874683
184.3,1.23e+06,30000,0,0,1818,1618,1139,1216,120184,53576,20272,70952,0.262188
184.4,195000,510000,180000,360000,1820,1613,1141,1219,121632,53576,20272,69504,0.842176
184.5,891600,150000,210000,0,1844,1611,1130,1219,121632,53576,20272,69504,0.454559
184.6,435000,405000,0,405000,1820,1621,1142,1202,121632,53576,21720,70952,0.74913
184.7,675000,240000,195000,140800,1845,1609,1144,1192,121632,53576,21720,70952,0.684893
184.8,928880,315000,0,0,1808,1621,1144,1192,121632,55024,21720,70952,0.402071
184.9,465000,555000,225000,0,1777,1619,1144,1192,121632,56472,21720,70952,0.67407
185,444280,585000,225000,0,1834,1623,1144,1192,123080,57920,23168,70952,0.666353
185.1,915000,105000,225000,0,1856,1616,1131,1192,124528,57920,23168,70952,0.431101
185.2,765000,480000,0,0,1835,1625,1146,1192,124528,59368,24616,70952,0.475103
185.3,525000,465000,255000,0,1857,1604,1146,1192,125976,59368,26064,70952,0.695859
185.4,1.11e+06,150000,0,0,1835,1625,1146,1193,125976,60816,26064,1448,0.316356
185.5,375000,615000,255000,0,1845,1616,1148,1193,127424,60816,27512,1448,0.66368
185.6,1.125e+06,0,105000,15000,1844,1627,1141,1194,127424,62264,27512,2896,0.30348
185.7,390000,645000,180000,30000,1839,1627,1148,1192,128872,63712,28960,2896,0.644314
185.8,930000,60000,270000,0,1856,1623,1132,1196,128872,63712,28960,5792,0.421606
185.9,615000,585000,0,45000,1815,1629,1150,1199,128872,65160,28960,10136,0.536359
186,648160,300000,300000,0,1862,1609,1150,1199,131768,65160,31856,10136,0.649006
186.1,795000,360000,0,90000,1851,1630,1152,1196,131768,65160,31856,10136,0.503435
186.2,450000,510000,285000,0,1887,1609,1155,1196,131768,65160,31856,10136,0.712557
186.3,1.05816e+06,150000,0,45000,1834,1632,1155,1196,131768,68056,31856,10136,0.343116
186.4,218280,681520,300000,45000,1829,1621,1156,1193,131768,68056,31856,10136,0.641211
186.5,226360,660920,315000,45000,1919,1623,1155,1193,131768,69504,31856,10136,0.659976
186.6,742920,210000,300000,0,1929,1619,1148,1196,133216,69504,31856,10136,0.572063
186.7,735920,465000,0,45000,1898,1636,1155,1196,124672,69504,31856,10136,0.510746
186.8,177840,720000,300000,45000,1884,1625,1140,1193,124672,72400,31856,10136,0.601451
186.9,452880,726960,67560,0,1976,1619,1135,1197,134664,73848,31856,1448,0.527006
187,1.00848e+06,195000,0,45000,1967,1626,1135,1194,134664,73848,31856,1448,0.368633
187.1,673000,570000,0,15000,1931,1639,1135,1194,134664,75296,31856,1448,0.508501
187.2,468600,765000,0,15000,1894,1633,1135,1193,134664,76744,31856,1448,0.48414
187.3,447400,795000,0,0,1967,1637,1135,1193,136112,78192,31856,1448,0.463703
187.4,929880,315000,0,0,2008,1620,1136,1195,137560,78192,1448,2896,0.401941
187.5,777920,465000,15000,0,1948,1629,1136,1195,137560,78192,1448,2896,0.481483
187.6,567920,562480,15000,90000,1918,1645,1135,1193,137560,78192,1448,5792,0.589506
187.7,449400,810000,0,0,2010,1647,1135,1200,137560,78192,1448,10136,0.462114
187.8,639920,538080,0,60000,2040,1625,1135,1201,137560,78192,1448,11584,0.545326
187.9,969480,285000,0,0,1976,1631,1137,1201,137560,78192,2896,11584,0.385294
188,400280,620400,30000,195000,1976,1644,1139,1196,137560,81088,5792,11584,0.664212
188.1,405960,780000,60000,0,2021,1649,1143,1204,137560,82536,11584,13032,0.499617
188.2,570000,570000,0,105000,1983,1629,1143,1206,137560,82536,11584,14480,0.586398
188.3,12520,990000,120000,135000,2012,1628,1151,1207,137560,83984,23168,14480,0.390311
188.4,426160,435000,240000,150000,1982,1632,1157,1205,137560,85432,31856,15928,0.86786
188.5,0,750000,330000,165000,1982,1641,1158,1197,137560,86880,33304,17376,0.55467
188.6,0,735000,345000,165000,1982,1643,1158,1199,137560,88328,34752,18824,0.564487
188.7,0,870000,345000,30000,1982,1646,1146,1209,137560,89776,36200,18824,0.441943
188.8,0,810000,255000,180000,1982,1651,1143,1210,137560,91224,36200,20272,0.514258
188.9,0,945000,120000,195000,1982,1634,1160,1212,137560,91224,37648,21720,0.4198
189,0,645000,375000,225000,1983,1634,1162,1212,1448,92672,39096,23168,0.638107
189.1,15000,600000,405000,225000,1982,1647,1162,1204,1448,94120,40544,24616,0.67407
189.2,0,825000,405000,15000,1983,1647,1154,1213,1448,95568,41992,24616,0.458655
189.3,15000,825000,180000,240000,1982,1648,1152,1214,1448,95568,41992,26064,0.514886
189.4,0,735000,255000,255000,1982,1638,1164,1216,1448,97016,43440,27512,0.57813
189.5,0,525000,435000,285000,1984,1652,1166,1201,2896,98464,44888,27512,0.709621
189.6,30000,750000,465000,0,1986,1661,1145,1216,5792,99912,44888,28960,0.497042
189.7,0,960000,0,285000,1986,1641,1166,1218,5792,99912,46336,30408,0.386415
189.8,60000,420000,465000,315000,1990,1648,1168,1209,11584,101360,47784,30408,0.80109
189.9,120000,690000,435000,0,1998,1663,1147,1218,23168,102808,47784,31856,0.570093
190,0,870000,60000,315000,1998,1641,1168,1220,23168,102808,49232,33304,0.450733
190.1,240000,345000,495000,165000,2014,1655,1170,1209,46336,104256,50680,33304,0.863283
190.2,225000,855000,0,180000,1999,1658,1170,1220,46336,104256,50680,34752,0.487562
190.3,150000,240000,510000,345000,2035,1663,1171,1203,72400,105704,50680,34752,0.843827
190.4,375000,855000,15000,0,2026,1613,1170,1222,72400,105704,50680,36200,0.444452
190.5,180000,229040,495000,345000,2045,1664,1174,1221,72400,105704,53576,36200,0.868829
190.6,525000,169040,555000,0,2026,1659,1163,1224,72400,105704,53576,36200,0.637062
190.7,229360,510000,165000,345000,2010,1699,1163,1227,72400,105704,55024,36200,0.850245
190.8,0,854080,390000,0,2010,1698,1176,1227,72400,105704,56472,36200,0.438923
190.9,0,270000,585000,390000,2010,1719,1157,1226,72400,105704,56472,37648,0.683161
191,0,883080,0,375000,2010,1663,1176,1228,72400,105704,57920,39096,0.429887
191.1,0,359800,585000,300000,2010,1685,1178,1208,72400,105704,59368,39096,0.689683
191.2,0,519920,615000,105000,2010,1716,1157,1228,72400,107152,59368,40544,0.582732
191.3,0,847640,0,405000,2010,1686,1178,1230,72400,108600,60816,41992,0.444497
191.4,0,390000,615000,240000,2010,1704,1180,1214,72400,108600,62264,41992,0.659108
191.5,0,1.005e+06,60000,195000,2011,1692,1176,1230,1448,110048,62264,43440,0.377407
191.6,15000,210000,585000,435000,2011,1702,1180,1215,1448,110048,63712,43440,0.673017
191.7,0,915000,330000,0,2011,1710,1160,1232,1448,111496,63712,44888,0.409572
191.8,15000,450000,315000,465000,2010,1688,1182,1232,1448,111496,65160,46336,0.747829
191.9,0,705000,555000,0,2010,1710,1162,1232,1448,112944,65160,46336,0.493013
192,0,690000,90000,465000,2012,1691,1184,1234,2896,114392,65160,47784,0.553244
192.1,0,570000,660000,15000,2012,1705,1171,1233,2896,114392,65160,47784,0.509391
192.2,15000,780000,0,450000,2011,1669,1185,1236,2896,114392,66608,47784,0.477739
192.3,0,360000,660000,225000,2011,1645,1186,1221,2896,114392,66608,47784,0.629247
192.4,0,233400,664600,360000,2013,1708,1181,1232,4344,115840,66608,49232,0.632248
192.5,0,821080,0,420000,2013,1700,1187,1238,4344,115840,66608,49232,0.452719
192.6,0,255000,673640,330000,2013,1730,1142,1216,4344,115840,66608,49232,0.630928
192.7,0,1.06656e+06,0,180000,2013,1662,1142,1239,4344,115840,66608,50680,0.332047
192.8,0,489760,0,750000,2013,1722,1142,1224,4344,115840,66608,52128,0.478898
192.9,0,945000,0,300000,2013,1708,1142,1241,4344,117288,66608,53576,0.394198
193,0,705000,0,555000,2013,1707,1142,1241,4344,117288,66608,55024,0.493013
193.1,0,765000,0,480000,2013,1729,1142,1222,4344,118736,66608,56472,0.475103
193.2,0,1.17e+06,0,75000,2013,1710,1142,1243,4344,120184,66608,56472,0.28192
193.3,0,660000,0,585000,2013,1710,1142,1243,4344,120184,66608,57920,0.498192
193.4,0,675000,0,585000,2014,1728,1143,1227,1448,121632,1448,59368,0.497462
193.5,15000,1.2e+06,15000,15000,2013,1715,1142,1244,1448,123080,1448,59368,0.268975
193.6,0,645000,0,600000,2013,1712,1143,1245,1448,123080,1448,60816,0.499348
193.7,0,630000,15000,600000,2013,1733,1142,1226,1448,124528,1448,62264,0.511813
193.8,0,1.23e+06,0,15000,2015,1714,1142,1247,2896,125976,1448,62264,0.256097
193.9,30000,585000,0,645000,2015,1713,1144,1247,2896,125976,2896,63712,0.522822
194,30000,765000,30000,420000,2013,1735,1142,1231,2896,127424,2896,63712,0.507589
194.1,0,1.02e+06,0,225000,2016,1716,1146,1249,4344,128872,5792,65160,0.355176
194.2,45000,465000,60000,675000,2016,1725,1150,1241,5792,128872,11584,66608,0.571986
194.3,0,1.155e+06,0,105000,2016,1723,1150,1242,5792,130320,11584,66608,0.295082
194.4,45000,510000,120000,570000,2018,1717,1158,1251,7240,130320,23168,68056,0.644314
194.5,45000,825000,0,375000,2015,1753,1158,1232,7240,131768,23168,68056,0.470689
194.6,30000,720000,165000,330000,2018,1706,1165,1251,8688,131768,31856,69504,0.591229
194.7,75000,588120,180000,405000,2013,1682,1153,1248,8688,131768,31856,69504,0.710761
194.8,105000,69600,315000,765000,2020,1777,1159,1248,11584,131768,31856,69504,0.561894
194.9,0,990320,0,255000,2020,1763,1176,1255,11584,133216,31856,72400,0.370741
195,105000,132840,345000,665800,2022,1775,1174,1248,13032,133216,31856,72400,0.659534
195.1,105000,815080,0,330000,2015,1747,1174,1246,13032,133216,31856,72400,0.498132
195.2,0,354000,315000,570680,2023,1742,1176,1253,13032,133216,33304,75296,0.698273
195.3,120000,184120,345000,605000,2024,1729,1176,1252,13032,133216,34752,75296,0.737235
195.4,135000,124160,345000,645000,2025,1715,1178,1242,14480,133216,36200,76744,0.685962
195.5,150000,0,375000,720000,2026,1715,1176,1245,15928,133216,37648,78192,0.568587
195.6,165000,0,375000,705000,2026,1715,1172,1253,17376,133216,39096,79640,0.582826
195.7,165000,0,405000,690000,2028,1715,1161,1262,18824,133216,39096,81088,0.59474
195.8,195000,0,270000,780000,2028,1715,1162,1265,20272,133216,40544,82536,0.538708
195.9,195000,0,195000,855000,2015,1715,1178,1263,20272,133216,41992,83984,0.480137
196,45000,0,375000,825000,2027,1715,1182,1250,21720,133216,43440,83984,0.470689
196.1,180000,0,435000,645000,2030,1715,1184,1248,23168,133216,44888,85432,0.622442
196.2,225000,0,465000,555000,2032,1716,1182,1250,24616,1448,46336,86880,0.67407
196.3,255000,15000,375000,600000,2032,1715,1165,1271,26064,1448,46336,88328,0.684791
196.4,255000,0,90000,900000,2015,1717,1186,1268,26064,2896,47784,89776,0.43879
196.5,0,30000,495000,720000,2034,1719,1186,1252,27512,5792,49232,89776,0.506991
196.6,285000,48320,495000,420000,2034,1722,1182,1259,28960,10136,50680,91224,0.77146
196.7,285000,30000,210000,735000,2031,1720,1174,1271,28960,10136,50680,92672,0.595544
196.8,0,75000,315000,855000,2036,1727,1188,1252,30408,18824,52128,92672,0.463594
196.9,315000,180000,525000,225000,2036,1739,1177,1266,31856,36200,52128,94120,0.846314
197,315000,0,90000,840000,2023,1739,1184,1273,31856,36200,53576,95568,0.476681
197.1,0,360000,465000,435000,2038,1763,1190,1254,33304,70952,55024,95568,0.7418
197.2,345000,150000,210000,540000,2038,1753,1180,1277,34752,70952,55024,97016,0.811999
197.3,0,240000,345000,660000,2038,1788,1192,1255,34752,79640,56472,97016,0.632947
197.4,330000,375000,210000,330000,2038,1771,1192,1279,34752,79640,56472,98464,0.962689
197.5,0,30000,345000,870000,2038,1796,1194,1230,34752,79640,56472,98464,0.441943
197.6,315000,397720,420000,120000,2041,1775,1180,1281,34752,79640,56472,98464,0.875327
197.7,150000,0,150000,950320,2031,1775,1195,1232,34752,79640,57920,98464,0.412216
197.8,165000,90000,585000,405680,2044,1769,1196,1262,34752,79640,57920,98464,0.715571
197.9,360000,0,240000,645000,2043,1769,1180,1282,36200,79640,57920,99912,0.642391
198,0,0,360000,889040,2045,1769,1198,1262,36200,79640,60816,99912,0.423944
198.1,375000,0,630000,255000,2044,1769,1185,1276,36200,79640,62264,101360,0.658701
198.2,360000,0,0,885000,2024,1769,1199,1286,36200,79640,62264,102808,0.424513
198.3,0,0,645000,600000,2045,1769,1199,1264,37648,79640,63712,102808,0.499348
198.4,375000,0,375000,495000,2047,1769,1178,1286,39096,79640,63712,104256,0.736319
198.5,0,0,270000,975000,2047,1770,1201,1267,39096,1448,65160,104256,0.3786
198.6,405000,15000,675000,165000,2047,1771,1185,1283,40544,2896,66608,105704,0.613352
198.7,255000,0,0,990000,2030,1771,1201,1284,40544,2896,66608,107152,0.370775
198.8,150000,30000,675000,390000,2049,1773,1203,1268,41992,5792,68056,107152,0.613993
198.9,435000,0,75000,735000,2035,1773,1198,1288,43440,5792,68056,108600,0.527166
199,0,60000,615000,585000,2049,1777,1204,1269,43440,11584,68056,108600,0.548167
199.1,420000,75000,240000,510000,2051,1772,1188,1236,43440,11584,68056,108600,0.775439
199.2,450000,0,540000,260320,2036,1779,1201,1293,43440,15928,70952,108600,0.695583
199.3,0,105000,633560,510000,2053,1781,1207,1264,46336,15928,72400,108600,0.579497
199.4,450000,120000,195000,480000,2055,1773,1194,1303,46336,15928,72400,108600,0.798447
199.5,0,0,497680,748560,2055,1780,1210,1273,46336,15928,72400,108600,0.480526
199.6,450000,105000,450000,243160,2056,1778,1190,1319,46336,15928,72400,108600,0.819687
199.7,0,0,270000,975480,2056,1779,1215,1286,46336,15928,73848,108600,0.378545
199.8,450000,90000,710360,0,2045,1779,1191,1304,46336,15928,73848,108600,0.546482
199.9,274600,90000,345000,535440,2026,1773,1203,1276,46336,15928,75296,108600,0.792131
