Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow3_Bbr_Bps,Flow4_Dctcp_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow3_PktLoss,Flow4_PktLoss,Flow1_Cwnd,Flow2_Cwnd,Flow3_Cwnd,Flow4_Cwnd,JainsFairnessIndex
0.4,421080,361080,361080,361080,20,24,24,24,41992,41992,41992,41992,0.99525
0.5,300000,360000,360000,240000,40,36,36,44,65535,65535,65535,65535,0.975664
0.6,360000,285000,240000,360000,36,41,42,36,65535,65535,65535,65535,0.973573
0.7,300000,345000,300000,300000,37,39,45,38,66983,66983,66983,65535,0.996096
0.8,255000,270000,360000,360000,44,41,37,37,66983,66983,66983,66983,0.975779
0.9,300000,315000,315000,315000,47,44,38,32,68431,66983,66983,66983,0.999565
1,360000,360000,300000,240000,39,38,43,44,68431,68431,68431,66673,0.975664
1.1,345000,300000,360000,240000,40,33,34,39,59974,62928,66960,57044,0.977995
1.2,255000,270000,285000,435000,34,28,29,22,51490,51694,56480,42000,0.948898
1.3,345000,315000,345000,240000,26,26,20,18,38965,46484,44029,38477,0.981339
1.4,375000,315000,300000,270000,14,18,16,16,30079,39417,32954,28182,0.985475
1.5,300000,375000,300000,270000,13,11,17,17,31527,28495,31506,29630,0.984706
1.6,315000,300000,345000,285000,15,12,14,19,32975,29943,31506,31078,0.994945
1.7,315000,315000,300000,315000,17,15,15,18,34423,32839,32954,31078,0.999565
1.8,315000,285000,330000,315000,19,16,16,18,35871,32839,34402,32526,0.99725
1.9,285000,345000,345000,285000,23,12,16,22,37319,34287,35850,33974,0.991011
2,375000,300000,240000,330000,22,13,23,17,37319,35735,37298,35422,0.975779
2.1,330000,225000,375000,315000,17,23,21,19,38767,37183,38746,36870,0.970282
2.2,255000,345000,345000,300000,23,21,19,20,40215,38631,40194,38318,0.985833
2.3,345000,315000,300000,300000,23,23,22,18,41663,40079,41642,38318,0.99661
2.4,345000,330000,300000,270000,23,26,20,21,43111,41527,41642,39766,0.991508
2.5,345000,345000,240000,315000,22,15,29,25,43111,41527,43090,41214,0.981339
2.6,330000,195000,405000,315000,19,25,25,27,44559,42975,44538,42662,0.944734
2.7,255000,360000,285000,345000,27,26,29,18,46007,44423,45986,42662,0.981339
2.8,270000,360000,360000,270000,31,26,19,23,46007,44423,45986,44110,0.98
2.9,435000,180000,285000,345000,21,29,29,25,47455,45871,47434,45558,0.918533
3,225000,375000,360000,285000,29,27,28,22,48903,47319,48882,45558,0.963766
3.1,330000,360000,285000,270000,29,31,23,25,48903,47319,48882,47006,0.986963
3.2,375000,195000,315000,375000,23,31,31,25,50351,48767,50330,48454,0.948387
3.3,270000,345000,315000,315000,32,33,30,18,51799,50215,50330,48454,0.992651
3.4,285000,420000,360000,180000,35,25,23,33,51799,50215,51778,49902,0.923458
3.5,330000,195000,315000,405000,30,31,29,29,53247,51663,53226,51350,0.944734
3.6,390000,405000,270000,180000,26,28,31,35,53247,51663,53226,51350,0.919514
3.7,330000,210000,285000,435000,29,29,35,29,54695,53111,54674,52798,0.937301
3.8,225000,300000,375000,345000,37,35,32,18,56143,53111,54674,52798,0.9681
3.9,330000,435000,300000,180000,37,23,29,37,56143,54559,56122,54246,0.921482
4,285000,195000,345000,420000,35,30,30,33,57591,54559,56122,54246,0.934482
4.1,405000,360000,270000,225000,30,37,33,31,57591,56007,57570,55694,0.951456
4.2,240000,255000,375000,375000,35,35,33,30,59039,57455,59018,55694,0.959471
4.3,465000,390000,210000,180000,24,33,39,39,59039,57455,59018,57142,0.871143
4.4,240000,225000,375000,405000,31,33,37,37,60487,58903,60466,58590,0.938556
4.5,375000,360000,330000,180000,34,33,33,39,60487,58903,60466,58590,0.941635
4.6,240000,225000,315000,480000,33,39,37,34,61935,60351,61914,60038,0.906475
4.7,360000,360000,360000,165000,41,35,29,37,61935,60351,61914,60038,0.931449
4.8,270000,255000,255000,465000,34,39,41,34,63383,61799,63362,61486,0.92445
4.9,345000,360000,360000,180000,43,39,31,36,63383,61799,63362,61486,0.943699
5,285000,255000,285000,435000,35,41,40,36,64831,63247,64810,62934,0.952484
5.1,360000,360000,345000,180000,44,37,33,37,64831,63247,64810,62934,0.943699
5.2,285000,285000,285000,390000,31,36,36,42,60885,63247,60831,64382,0.979107
5.3,375000,360000,345000,165000,36,37,32,44,60885,64695,60831,66091,0.930443
5.4,225000,270000,255000,495000,34,36,39,37,62333,60995,62279,60409,0.893747
5.5,390000,390000,315000,165000,34,34,36,38,63970,60995,64465,56834,0.92163
5.6,240000,225000,360000,420000,31,37,34,37,58733,63460,58570,56834,0.935497
5.7,360000,390000,345000,150000,33,35,25,38,55368,62452,55293,56834,0.915603
5.8,255000,255000,240000,495000,28,36,34,32,55368,60767,55293,58291,0.895606
5.9,285000,345000,300000,330000,35,36,32,20,52247,55831,55293,57851,0.994363
6,300000,450000,240000,255000,32,21,34,33,52247,55831,52356,50361,0.933469
6.1,345000,240000,405000,255000,32,26,28,34,52247,52707,52356,50361,0.955214
6.2,315000,330000,300000,300000,28,36,27,31,53695,52707,53804,51809,0.998406
6.3,255000,270000,345000,375000,36,33,32,24,55143,54155,53804,51809,0.974675
6.4,375000,330000,330000,225000,33,33,29,30,55143,54155,55252,53257,0.970297
6.5,345000,285000,225000,390000,27,33,39,31,56591,55603,56700,54705,0.961614
6.6,375000,270000,330000,270000,28,37,39,27,56591,55603,56700,54705,0.980222
6.7,210000,495000,255000,285000,37,21,39,37,58039,57051,58148,56153,0.890052
6.8,405000,255000,330000,270000,32,24,39,37,58039,54545,58148,56153,0.966046
6.9,180000,300000,465000,300000,41,30,27,38,59487,54545,59596,57601,0.904068
7,435000,240000,270000,300000,41,28,31,36,60935,54545,59596,57601,0.945772
7.1,270000,300000,345000,330000,36,37,31,35,60935,55993,61044,59049,0.991508
7.2,345000,240000,270000,390000,41,37,33,27,60935,55993,61044,59049,0.964846
7.3,405000,315000,345000,195000,29,39,39,36,62383,57441,62492,58246,0.944325
7.4,210000,330000,270000,435000,43,33,41,25,62383,57441,60424,58246,0.933469
7.5,435000,270000,375000,165000,29,38,39,36,63831,58889,60424,58246,0.90123
7.6,210000,330000,285000,420000,43,32,38,30,63831,58889,60424,58246,0.943699
7.7,435000,300000,345000,180000,31,37,40,38,65279,60337,61872,59694,0.92163
7.8,210000,315000,315000,405000,44,31,35,35,65279,60337,61872,59694,0.953099
7.9,435000,300000,315000,195000,31,37,40,38,63370,61785,63320,61142,0.930443
8,225000,330000,300000,390000,43,30,34,36,63370,61785,61551,59225,0.964846
8.1,390000,285000,360000,210000,32,36,36,37,62912,60024,61551,59225,0.952045
8.2,255000,330000,285000,390000,42,28,31,37,62912,60024,60816,57355,0.974586
8.3,390000,285000,375000,195000,33,35,32,37,60973,59788,59894,57355,0.940606
8.4,270000,345000,240000,390000,40,30,30,38,60973,59788,59894,55531,0.964846
8.5,360000,270000,390000,225000,40,34,29,33,58949,59788,58102,55531,0.956274
8.6,360000,330000,195000,375000,31,37,29,34,58949,58128,58102,55024,0.951456
8.7,255000,255000,390000,345000,37,38,33,21,56923,58128,56224,53674,0.965928
8.8,360000,360000,210000,315000,27,37,37,25,56923,56418,56224,53674,0.962689
8.9,405000,240000,360000,240000,24,35,37,30,56923,56418,55761,53222,0.947854
9,180000,465000,300000,300000,37,29,31,35,58371,57866,55761,53222,0.904068
9.1,390000,210000,285000,375000,37,29,36,26,56400,57866,55761,53222,0.949408
9.2,330000,375000,390000,150000,29,40,26,37,56400,59314,55761,54670,0.91366
9.3,225000,450000,180000,390000,38,21,39,33,56400,57763,57209,54670,0.885476
9.4,360000,180000,540000,165000,29,37,30,37,57848,57763,58657,56118,0.80592
9.5,240000,405000,225000,390000,36,32,27,37,56088,57763,58657,56118,0.935313
