Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow3_Bbr_Bps,Flow4_Dctcp_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow3_PktLoss,Flow4_PktLoss,Flow1_Cwnd,Flow2_Cwnd,Flow3_Cwnd,Flow4_Cwnd,JainsFairnessIndex
0.4,421080,361080,361080,361080,20,24,24,24,41992,41992,41992,41992,0.99525
0.5,300000,360000,360000,240000,40,36,36,44,65535,65535,65535,65535,0.975664
0.6,360000,285000,240000,360000,36,41,42,36,65535,65535,65535,65535,0.973573
0.7,300000,345000,300000,300000,37,39,45,38,66983,66983,66983,65535,0.996096
0.8,255000,270000,360000,360000,44,41,37,37,66983,66983,66983,66983,0.975779
0.9,300000,315000,315000,315000,47,47,38,32,68431,68431,66983,66983,0.999565
1,360000,360000,300000,240000,39,39,43,37,68431,68431,68431,56678,0.975664
1.1,345000,345000,315000,240000,39,33,36,31,58975,68431,66960,47593,0.981339
1.2,345000,240000,330000,330000,27,40,29,19,50492,60972,55482,38163,0.982459
1.3,240000,450000,345000,210000,28,26,20,16,44124,48496,45817,30486,0.915603
1.4,420000,300000,300000,240000,14,21,17,14,34515,39042,33523,27590,0.958696
1.5,285000,390000,300000,270000,10,15,16,15,29713,29636,30135,29038,0.977995
1.6,315000,330000,315000,285000,17,14,16,17,32609,31084,31583,30486,0.99725
1.7,315000,300000,315000,315000,16,15,16,17,32609,32532,33031,31934,0.999565
1.8,330000,255000,345000,315000,15,21,16,19,34057,33980,34479,33382,0.988095
1.9,300000,345000,330000,285000,14,21,15,21,35505,35428,35927,34830,0.994363
2,330000,315000,255000,345000,17,21,21,19,36953,36876,37375,36278,0.988095
2.1,255000,315000,345000,330000,19,21,21,18,38401,38324,38823,37726,0.988095
2.2,285000,315000,315000,330000,23,25,23,16,39849,39772,40271,37726,0.99725
2.3,345000,375000,345000,195000,27,18,18,24,41297,39772,40271,39174,0.952484
2.4,405000,210000,270000,360000,20,25,19,23,41297,41220,41719,40622,0.943699
2.5,270000,345000,285000,345000,21,25,25,23,42745,42668,43167,42070,0.988095
2.6,240000,315000,345000,345000,24,24,25,22,44193,42668,44615,42070,0.981339
2.7,360000,360000,375000,150000,31,21,18,29,45641,44116,44615,43518,0.917555
2.8,330000,225000,270000,435000,23,29,23,27,45641,45564,46063,44966,0.941302
2.9,285000,375000,270000,315000,25,26,30,22,47089,45564,47511,44966,0.983581
3,315000,300000,390000,240000,33,29,18,25,48537,47012,47511,46414,0.971376
3.1,345000,255000,270000,375000,26,31,25,29,48537,48460,48959,47862,0.974675
3.2,300000,330000,285000,345000,27,31,31,22,49985,48460,50407,47862,0.994363
3.3,330000,375000,390000,150000,33,25,21,33,49985,49908,50407,49310,0.91366
3.4,315000,285000,210000,435000,25,29,32,33,51433,51356,51855,50758,0.936514
3.5,285000,300000,420000,240000,28,29,31,31,51433,51356,53303,50758,0.956274
3.6,420000,270000,210000,345000,23,32,35,31,52881,52804,53303,52206,0.93958
3.7,195000,390000,315000,360000,31,26,37,29,54329,52804,54751,52206,0.947368
3.8,330000,300000,450000,165000,37,31,21,37,54329,54252,54751,53654,0.904068
3.9,240000,315000,195000,495000,36,33,31,28,55777,55700,56199,53654,0.880946
4,375000,240000,390000,240000,33,37,33,25,55777,55700,56199,55102,0.949945
4.1,315000,345000,285000,315000,29,37,31,37,57225,57148,57647,56550,0.995485
4.2,345000,300000,360000,240000,30,33,33,39,57225,57148,57647,56550,0.977995
4.3,330000,285000,225000,405000,33,37,31,35,58673,58596,59095,57998,0.957337
4.4,255000,300000,375000,315000,41,35,32,30,60121,58596,59095,57998,0.981339
4.5,420000,345000,210000,270000,29,37,41,37,60121,60044,60543,59446,0.93958
4.6,255000,240000,405000,360000,36,41,36,29,60121,60044,60543,59446,0.953514
4.7,360000,420000,210000,255000,29,34,41,39,61569,61492,61991,60894,0.933469
4.8,285000,195000,405000,360000,34,41,40,30,61569,61492,61991,60894,0.938556
4.9,330000,435000,210000,270000,31,36,43,43,63017,64839,63439,62342,0.933469
5,285000,180000,435000,360000,36,44,40,30,63017,63767,63439,62342,0.917794
5.1,360000,390000,210000,285000,31,38,43,38,64465,58565,64887,63790,0.952045
5.2,195000,270000,435000,345000,44,40,34,32,65611,60569,60925,63790,0.92445
5.3,420000,300000,210000,315000,30,39,37,38,60548,59784,60925,65794,0.945772
5.4,240000,300000,405000,300000,39,35,30,32,57020,51446,63356,59929,0.964846
5.5,375000,285000,225000,375000,26,34,38,34,57020,51446,62133,61377,0.960784
5.6,330000,270000,405000,240000,27,33,34,33,53703,51446,53810,61377,0.960541
5.7,270000,375000,240000,360000,30,22,30,38,53703,48181,53810,57935,0.967013
5.8,255000,225000,360000,405000,38,30,33,26,55741,48181,55830,57935,0.946811
5.9,405000,255000,285000,315000,28,34,35,30,54918,49629,54888,59383,0.969231
6,225000,330000,300000,390000,31,26,33,32,51930,49629,52034,59383,0.964846
6.1,345000,300000,390000,210000,31,27,25,41,53378,51077,52034,60831,0.956274
6.2,330000,255000,195000,465000,25,30,31,39,53378,48073,53482,62279,0.905018
6.3,315000,315000,375000,240000,29,27,35,37,54826,48073,54930,62279,0.976886
6.4,240000,315000,300000,405000,35,23,27,43,54826,49521,54930,63727,0.966046
6.5,315000,180000,315000,435000,37,29,33,30,56274,49521,56378,63727,0.922469
6.6,300000,315000,270000,360000,33,35,31,35,56274,50969,56378,65175,0.98923
6.7,255000,285000,315000,390000,39,28,37,33,57722,50969,57826,65175,0.974675
6.8,465000,270000,240000,285000,24,33,39,41,57722,52417,57826,66623,0.927445
6.9,180000,255000,345000,465000,33,32,37,34,55244,52417,59274,66623,0.895606
7,375000,330000,330000,210000,28,31,32,47,55244,53865,56947,68071,0.962689
7.1,180000,315000,255000,495000,35,30,39,36,56692,53865,56947,68071,0.877356
7.2,405000,240000,390000,210000,37,31,25,47,58140,55313,54806,69519,0.927437
7.3,180000,315000,255000,510000,35,30,32,41,58140,55313,54806,69519,0.868966
7.4,405000,240000,390000,210000,41,37,18,47,59588,56761,54806,70967,0.927437
7.5,210000,345000,150000,540000,35,30,33,45,59588,56761,56254,68829,0.811999
7.6,405000,240000,405000,195000,38,39,20,44,57573,58209,56254,68829,0.914631
7.7,255000,345000,150000,510000,33,31,33,45,57573,58209,54353,70277,0.85053
7.8,360000,240000,405000,240000,37,40,24,40,59021,59657,54353,68374,0.947854
7.9,270000,360000,150000,465000,30,34,30,44,59021,59657,52585,68374,0.878251
8,390000,255000,375000,225000,33,39,29,41,60469,59190,52585,68374,0.948898
8.1,240000,375000,165000,465000,29,39,32,43,60469,59190,54033,66549,0.877356
8.2,375000,285000,390000,210000,30,35,31,41,58743,59190,52356,66549,0.949408
8.3,225000,405000,150000,465000,29,33,35,43,58743,60638,52356,67997,0.854715
8.4,360000,210000,435000,240000,31,33,32,41,58743,58837,50791,66318,0.921482
8.5,240000,405000,165000,435000,33,32,30,44,60191,58837,50791,66318,0.884566
8.6,375000,180000,360000,345000,38,33,29,33,58550,58837,49279,66318,0.941302
8.7,240000,405000,180000,420000,38,34,28,37,58550,60285,49279,64793,0.900288
8.8,360000,300000,330000,255000,38,33,32,32,57020,58670,50727,64793,0.984706
8.9,360000,285000,150000,450000,30,38,31,35,57020,58670,50727,66241,0.889133
9,210000,330000,375000,330000,40,31,33,32,58468,58670,49321,66241,0.962689
9.1,435000,330000,150000,345000,27,34,33,42,58468,60118,49321,64818,0.902764
9.2,210000,255000,345000,435000,38,41,35,25,59916,60118,50769,64818,0.928437
9.3,375000,375000,270000,225000,34,33,27,44,59368,61566,50769,66266,0.957337
9.4,255000,300000,255000,435000,35,37,35,33,58506,61566,52217,66266,0.946811
9.5,345000,315000,375000,225000,40,37,20,43,58506,63014,52217,64971,0.969231
