Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow3_Bbr_Bps,Flow4_Dctcp_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow3_PktLoss,Flow4_PktLoss,Flow1_Cwnd,Flow2_Cwnd,Flow3_Cwnd,Flow4_Cwnd,JainsFairnessIndex
0.4,421080,361080,361080,361080,20,24,24,24,41992,41992,41992,41992,0.99525
0.5,300000,360000,360000,240000,40,36,36,44,65535,65535,65535,65535,0.975664
0.6,360000,285000,240000,360000,36,41,42,36,65535,65535,65535,65535,0.973573
0.7,300000,345000,300000,300000,37,39,45,38,66983,66983,66983,65535,0.996096
0.8,255000,270000,360000,360000,44,41,37,37,66983,66983,66983,66983,0.975779
0.9,300000,315000,315000,315000,45,47,38,32,66298,68431,66983,66983,0.999565
1,360000,360000,300000,240000,31,39,43,45,58282,68431,68431,68431,0.975664
1.1,315000,345000,345000,240000,28,34,34,45,42559,67958,67958,67958,0.981339
1.2,225000,255000,300000,465000,23,36,30,30,44131,53985,56480,55981,0.918533
1.3,195000,375000,375000,300000,23,24,19,25,36824,42658,47659,45100,0.946811
1.4,315000,285000,285000,375000,14,18,17,17,28541,33920,34024,36235,0.986577
1.5,300000,315000,300000,330000,10,16,16,14,28541,30104,30079,29581,0.998406
1.6,285000,330000,315000,315000,15,17,16,14,31437,31552,31527,31029,0.99725
1.7,315000,300000,315000,315000,14,18,16,14,31437,33000,32975,32477,0.999565
1.8,210000,345000,345000,345000,21,18,16,14,32885,34448,34423,33925,0.965928
1.9,315000,345000,345000,255000,19,16,16,20,34333,35896,35871,35373,0.986577
2,345000,360000,240000,300000,17,15,23,23,35781,37344,37319,36821,0.977995
2.1,285000,255000,360000,345000,19,19,20,21,37229,38792,38767,38269,0.981339
2.2,315000,315000,300000,315000,19,21,23,23,38677,40240,40215,39717,0.999565
2.3,285000,315000,345000,315000,25,18,18,24,40125,40240,40215,39717,0.995485
2.4,345000,270000,270000,360000,18,27,27,15,40125,41688,41663,41165,0.982459
2.5,270000,405000,345000,225000,23,19,23,27,41573,43136,43111,42613,0.953099
2.6,285000,285000,330000,345000,27,21,22,25,43021,44584,44559,44061,0.992651
2.7,345000,315000,315000,270000,29,20,19,29,44469,44584,44559,44061,0.992651
2.8,270000,270000,285000,435000,25,31,25,19,44469,46032,46007,45509,0.953514
2.9,315000,345000,330000,255000,25,25,26,27,45917,47480,47455,46957,0.988095
3,315000,315000,330000,285000,31,28,18,26,47365,47480,47455,46957,0.99725
3.1,315000,270000,270000,390000,24,33,31,21,47365,48928,48903,48405,0.975779
3.2,285000,345000,345000,285000,28,29,29,25,48813,50376,50351,49853,0.991011
3.3,360000,375000,300000,210000,32,22,23,33,48813,50376,50351,49853,0.958403
3.4,210000,270000,345000,420000,33,29,27,28,50261,51824,51799,51301,0.93958
3.5,345000,315000,315000,270000,28,31,31,26,50261,53272,53247,51301,0.992651
3.6,420000,285000,210000,330000,19,30,35,35,51709,53272,53247,52749,0.943699
3.7,195000,330000,405000,330000,31,31,31,32,53157,54720,54695,54197,0.945338
3.8,330000,405000,315000,195000,35,28,24,37,53157,54720,54695,54197,0.944734
3.9,255000,270000,345000,375000,33,29,30,35,54605,56168,56143,55645,0.974675
4,330000,270000,285000,360000,33,37,33,25,54605,56168,56143,55645,0.986963
4.1,315000,285000,285000,375000,31,39,35,27,56053,57616,57591,57093,0.986577
4.2,315000,375000,375000,180000,30,32,32,39,56053,57616,57591,57093,0.938556
4.3,420000,210000,210000,405000,21,39,39,37,57501,59064,59039,58541,0.904068
4.4,180000,375000,375000,315000,38,36,32,30,58949,59064,59039,58541,0.938556
4.5,405000,360000,210000,270000,29,31,41,41,58949,60512,60487,59989,0.943699
4.6,195000,315000,405000,345000,39,37,36,30,60397,61960,60487,59989,0.944325
4.7,390000,375000,210000,270000,35,26,41,41,60397,61960,61935,61437,0.945772
4.8,225000,240000,435000,345000,38,39,38,30,60397,62611,61935,61437,0.930443
4.9,390000,405000,180000,270000,38,25,43,43,61845,62018,63383,62885,0.919514
5,225000,225000,435000,375000,39,36,40,30,61845,59079,63383,62885,0.920668
5.1,405000,360000,210000,270000,36,26,43,44,63293,59079,64831,64333,0.943699
5.2,225000,225000,435000,360000,40,34,38,32,63293,55409,60849,64333,0.922469
5.3,405000,330000,210000,300000,31,27,42,45,59411,55409,60849,67748,0.952045
5.4,225000,240000,435000,345000,39,33,38,35,59411,57601,60849,67246,0.930443
5.5,390000,345000,195000,330000,33,27,41,42,62920,56923,62808,62014,0.949408
5.6,195000,225000,450000,375000,39,29,33,26,57337,53547,57187,58535,0.897473
5.7,435000,375000,180000,255000,28,21,37,39,54077,50432,55250,58535,0.906925
5.8,240000,150000,420000,435000,29,33,30,29,54077,50432,55250,55270,0.869384
5.9,285000,360000,330000,285000,35,33,27,27,54077,50432,57263,55270,0.989899
6,285000,300000,360000,300000,35,24,26,36,50926,51880,51955,56718,0.991508
6.1,360000,240000,330000,315000,27,32,27,35,50926,51880,51955,56718,0.980222
6.2,405000,270000,195000,375000,19,35,35,35,52374,53328,53403,58166,0.932458
6.3,120000,375000,405000,345000,35,29,33,32,52374,54776,54851,58166,0.884566
6.4,405000,360000,255000,240000,37,25,28,41,53822,54776,54851,59614,0.953514
6.5,285000,195000,300000,465000,26,37,37,30,53822,56224,56299,59614,0.910762
6.6,270000,360000,330000,285000,37,37,25,32,55270,56224,56299,61062,0.986963
6.7,315000,345000,255000,330000,32,29,37,41,55270,57672,57747,62510,0.988095
6.8,360000,270000,300000,330000,31,35,38,33,56718,57672,57747,62510,0.988789
6.9,225000,315000,375000,330000,37,29,32,42,58166,59120,59195,63958,0.970282
7,360000,270000,300000,315000,31,35,32,41,58166,59120,59195,63958,0.98923
7.1,225000,315000,300000,405000,41,33,32,39,59614,60568,60643,65406,0.959471
7.2,360000,270000,375000,240000,37,37,26,45,59614,60568,58341,65406,0.967013
7.3,255000,345000,225000,435000,38,35,31,39,57511,62016,58341,66854,0.936306
7.4,360000,270000,375000,240000,36,37,26,45,57511,62016,58341,66854,0.967013
7.5,210000,345000,210000,480000,40,39,33,38,58959,63464,59789,68302,0.885476
7.6,360000,270000,420000,195000,38,38,22,46,56964,63464,57752,68302,0.929439
7.7,240000,375000,165000,480000,37,34,32,37,56964,61387,57752,66136,0.870681
7.8,330000,255000,435000,225000,37,39,20,42,56472,61387,57752,66136,0.936514
7.9,255000,375000,135000,480000,35,38,32,36,55106,59446,55865,67584,0.853021
8,300000,240000,420000,285000,37,41,25,34,55106,59446,55865,65463,0.956274
8.1,420000,345000,120000,360000,24,42,36,36,55106,60894,54113,65463,0.881848
8.2,135000,390000,420000,315000,35,31,34,31,53271,58778,54113,63328,0.89001
8.3,435000,375000,120000,315000,24,30,38,41,53271,58778,55561,63328,0.873795
8.4,90000,255000,495000,405000,36,27,32,35,52925,56780,53716,61190,0.803663
8.5,450000,345000,210000,240000,35,29,27,39,52925,56780,53716,61190,0.915603
8.6,165000,225000,345000,525000,30,39,37,26,52925,58228,57912,61190,0.84
8.7,450000,375000,210000,210000,31,38,31,33,54373,58228,53469,62638,0.898409
8.8,210000,255000,345000,435000,23,35,36,38,54373,56448,53469,62638,0.928437
8.9,345000,375000,315000,210000,31,33,27,41,55821,56448,53469,64086,0.961614
9,210000,360000,240000,435000,33,24,36,43,55821,57896,54917,62343,0.921482
9.1,345000,195000,480000,240000,39,39,18,40,57269,57896,54917,62343,0.89181
9.2,315000,375000,90000,465000,32,31,35,40,57269,59344,56365,63791,0.834828
9.3,270000,210000,450000,315000,39,38,29,31,58717,57806,56365,63791,0.925443
9.4,435000,360000,105000,345000,24,38,37,38,58717,57806,57813,62120,0.863283
9.5,150000,360000,480000,270000,41,28,36,32,60165,57806,56401,62120,0.871542
