Time,NewReno_1_Bps,Bbr_2_Bps,NewReno_1_PktLoss,Bbr_2_PktLoss,NewReno_1_Cwnd,Bbr_2_Cwnd,JainsFairnessIndex
9.4,390000,855000,26,57,46325,95387,0.87758
9.5,435000,825000,26,55,46947,95387,0.912571
9.6,420000,825000,26,59,47563,95387,0.904306
9.7,405000,840000,28,58,48168,95387,0.891203
9.8,420000,825000,28,59,48770,98283,0.904306
9.9,420000,825000,29,54,49358,92598,0.904306
10,465000,795000,28,56,49987,92598,0.935809
10.1,435000,810000,29,56,50602,92598,0.916822
10.2,450000,795000,28,59,51176,95494,0.928687
10.3,420000,825000,28,26,51736,5792,0.904306
10.4,870000,315000,23,8,52768,5792,0.820105
10.5,990000,120000,26,8,54086,5792,0.619457
10.6,1.05e+06,105000,25,27,55373,96162,0.59901
10.7,615000,630000,32,39,56261,93266,0.999855
10.8,570000,675000,33,55,56956,103995,0.992937
10.9,495000,750000,32,65,57532,103995,0.959738
11,420000,840000,35,64,58072,103995,0.9
11.1,450000,795000,33,65,58567,103995,0.928687
11.2,435000,810000,34,64,59092,103995,0.916822
11.3,465000,780000,36,64,59652,103995,0.939836
11.4,480000,765000,34,65,60170,103995,0.950207
11.5,450000,810000,34,67,60680,106891,0.924528
11.6,420000,825000,37,58,61190,103995,0.904306
11.7,525000,720000,36,65,61766,103995,0.976056
11.8,450000,795000,36,65,62261,103995,0.928687
11.9,435000,825000,38,64,62756,103995,0.912571
12,480000,765000,38,59,63284,91616,0.950207
12.1,480000,765000,39,53,63804,91616,0.950207
12.2,555000,690000,36,58,64348,91616,0.988379
12.3,510000,735000,38,57,64924,91616,0.968372
12.4,540000,720000,37,60,65468,94512,0.98
12.5,510000,735000,37,54,65997,91616,0.968372
12.6,525000,720000,38,55,66555,88629,0.976056
12.7,540000,705000,37,57,67082,88629,0.982739
12.8,525000,735000,38,55,67640,88629,0.972973
12.9,540000,705000,41,55,68210,88629,0.982739
13,555000,690000,40,54,68750,88629,0.988379
13.1,570000,675000,38,56,69290,88629,0.992937
13.2,540000,705000,41,57,69860,88629,0.982739
13.3,555000,705000,40,58,70384,91525,0.986026
13.4,540000,705000,42,52,70935,88629,0.982739
13.5,585000,660000,40,54,71457,83643,0.996384
13.6,570000,675000,40,53,72008,83643,0.992937
13.7,570000,690000,43,52,72579,83643,0.991011
13.8,585000,660000,44,51,73139,83643,0.996384
13.9,615000,630000,39,52,73643,83643,0.999855
14,570000,675000,44,49,74231,80570,0.992937
14.1,630000,615000,44,51,74819,80570,0.999855
14.2,630000,630000,43,54,75362,83466,1
14.3,585000,660000,40,47,75848,80570,0.996384
14.4,630000,615000,42,53,76442,80570,0.999855
14.5,600000,645000,43,52,76982,80570,0.998695
14.6,615000,645000,44,50,77549,80570,0.999433
14.7,630000,615000,44,51,78099,80570,0.999855
14.8,615000,630000,42,50,78593,80570,0.999855
14.9,615000,630000,47,47,79191,76021,0.999855
15,660000,585000,48,48,79763,76021,0.996384
15.1,660000,600000,46,51,80309,78917,0.997738
15.2,630000,615000,44,45,80822,76021,0.999855
15.3,660000,585000,47,49,81397,76021,0.996384
15.4,645000,600000,46,49,81922,76021,0.998695
15.5,660000,600000,48,48,82497,76021,0.997738
15.6,645000,600000,48,50,83022,76021,0.998695
15.7,645000,600000,47,47,83547,76021,0.998695
15.8,675000,570000,49,45,84112,71705,0.992937
15.9,705000,540000,48,47,84664,71705,0.982739
16,690000,570000,46,48,85192,74601,0.991011
16.1,660000,585000,47,43,85720,71705,0.996384
16.2,705000,540000,48,47,86296,71705,0.982739
16.3,675000,570000,49,46,86848,71705,0.992937
16.4,690000,570000,50,46,87399,71705,0.991011
16.5,690000,555000,52,47,87951,74601,0.988379
16.6,690000,555000,51,44,88457,71705,0.988379
16.7,705000,540000,52,42,89009,67492,0.982739
16.8,750000,495000,50,45,89561,67492,0.959738
16.9,720000,540000,51,46,90113,67492,0.98
17,690000,555000,53,41,90665,67492,0.988379
17.1,750000,495000,51,44,91215,67492,0.959738
17.2,705000,540000,53,43,91743,67492,0.982739
17.3,750000,510000,53,43,92293,67492,0.964989
17.4,735000,510000,53,46,92821,70388,0.968372
17.5,705000,540000,54,41,93349,67492,0.982739
17.6,765000,480000,53,44,93899,65301,0.950207
17.7,735000,510000,55,44,94449,65301,0.968372
17.8,750000,510000,53,44,94977,65301,0.964989
17.9,735000,510000,54,42,95517,65301,0.968372
18,750000,495000,53,43,96021,65301,0.959738
18.1,735000,510000,56,40,96567,62979,0.968372
18.2,795000,465000,56,41,97113,62979,0.935809
18.3,765000,480000,55,45,97638,65875,0.950207
18.4,720000,525000,57,36,98163,62979,0.976056
18.5,825000,420000,57,42,98730,62979,0.904306
18.6,765000,480000,56,43,99255,62979,0.950207
18.7,765000,495000,57,42,99801,62979,0.956098
18.8,765000,480000,59,41,100324,62979,0.950207
18.9,780000,465000,57,41,100824,62477,0.939836
19,765000,480000,58,39,101344,58803,0.950207
19.1,810000,450000,59,39,101884,58803,0.924528
19.2,795000,450000,58,41,102404,61699,0.928687
19.3,795000,450000,60,37,102944,58803,0.928687
19.4,840000,405000,58,41,103484,58803,0.891203
19.5,780000,465000,58,40,104004,58803,0.939836
19.6,810000,450000,59,39,104544,58803,0.924528
19.7,810000,435000,61,40,105091,58803,0.916822
19.8,795000,450000,58,38,105566,58803,0.928687
19.9,825000,420000,62,38,106117,57874,0.904306
20,840000,420000,62,38,106649,57874,0.9
20.1,825000,420000,59,41,107143,57874,0.904306
20.2,780000,465000,62,35,107656,57874,0.939836
20.3,855000,390000,61,40,108188,57874,0.87758
20.4,810000,435000,64,37,108720,56012,0.916822
20.5,870000,390000,62,37,109252,53891,0.873267
20.6,840000,405000,60,33,109765,5792,0.891203
20.7,870000,375000,59,8,110297,5792,0.8635
20.8,1.185e+06,60000,60,8,111020,5792,0.550503
20.9,1.2e+06,60000,59,9,111722,93501,0.549875
21,1.125e+06,120000,64,31,112442,93501,0.605467
21.1,900000,345000,65,38,112982,93501,0.834221
21.2,840000,405000,65,48,113486,96397,0.891203
21.3,765000,480000,68,40,113972,94571,0.950207
21.4,840000,420000,67,42,114458,97937,0.9
21.5,810000,435000,67,45,114944,97937,0.916822
21.6,795000,450000,68,46,115430,97937,0.928687
21.7,780000,465000,69,47,115898,97937,0.939836
21.8,795000,465000,68,48,116366,97937,0.935809
21.9,780000,465000,68,48,116815,97937,0.939836
22,780000,465000,68,54,117257,101683,0.939836
22.1,750000,495000,71,51,117699,98863,0.959738
22.2,735000,510000,70,47,118107,107233,0.968372
22.3,810000,450000,70,52,118566,107233,0.924528
22.4,750000,495000,71,54,118991,107233,0.959738
22.5,750000,495000,71,56,119416,107233,0.959738
22.6,735000,510000,72,57,119841,107233,0.968372
22.7,750000,510000,71,58,120249,107233,0.964989
22.8,720000,525000,73,63,120674,110129,0.976056
22.9,720000,525000,73,60,121082,107911,0.976056
23,675000,570000,72,55,121456,113285,0.992937
23.1,780000,465000,73,61,121898,115032,0.939836
23.2,705000,555000,74,62,122306,115032,0.986026
23.3,720000,525000,74,64,122714,115032,0.976056
23.4,705000,540000,74,66,123105,115032,0.982739
23.5,675000,570000,77,66,123503,115032,0.992937
23.6,735000,525000,74,75,123871,108600,0.972973
23.7,660000,585000,76,49,124239,108600,0.996384
23.8,645000,593040,59,18,91776,78087,0.998242
23.9,726040,525000,54,24,60126,106351,0.974826
24,763840,495000,42,32,60874,80264,0.956381
24.1,690000,555000,40,37,61622,85649,0.988379
24.2,645000,600000,42,41,62350,85649,0.998695
24.3,615000,630000,43,47,63043,85649,0.999855
24.4,585000,660000,42,43,63666,89443,0.996384
24.5,615000,645000,42,46,64306,89443,0.999433
24.6,600000,645000,42,49,64946,89443,0.998695
24.7,570000,675000,45,50,65585,89443,0.992937
24.8,570000,675000,45,56,66174,89443,0.992937
24.9,555000,705000,45,50,66732,93720,0.986026
25,555000,690000,48,53,67352,94884,0.988379
25.1,570000,675000,46,57,67902,94884,0.992937
25.2,540000,705000,47,59,68442,94884,0.982739
25.3,540000,705000,47,60,68982,94884,0.982739
25.4,525000,735000,46,54,69492,94884,0.972973
25.5,555000,690000,48,57,70057,94884,0.988379
25.6,555000,690000,49,60,70608,94884,0.988379
25.7,540000,705000,50,61,71130,94884,0.982739
25.8,540000,720000,50,61,71652,94884,0.98
25.9,510000,735000,50,54,72145,94884,0.968372
26,600000,645000,51,60,72711,94884,0.998695
26.1,555000,690000,50,61,73215,94884,0.988379
26.2,540000,705000,50,62,73719,94884,0.982739
26.3,540000,720000,53,62,74251,97551,0.98
26.4,555000,690000,52,57,74755,94655,0.988379
26.5,585000,660000,51,61,75273,94655,0.996384
26.6,555000,690000,51,63,75759,94655,0.988379
26.7,555000,705000,52,61,76272,94655,0.986026
26.8,570000,675000,53,64,76785,97551,0.992937
26.9,540000,705000,53,53,77271,91615,0.982739
27,615000,630000,54,59,77832,91615,0.999855
27.1,570000,675000,55,59,78326,91615,0.992937
27.2,585000,675000,54,60,78820,91615,0.994924
27.3,570000,675000,54,62,79314,94511,0.992937
27.4,570000,675000,57,54,79834,91615,0.992937
27.5,645000,600000,54,61,80354,91615,0.998695
27.6,570000,690000,54,60,80841,91615,0.991011
27.7,570000,675000,57,58,81341,91615,0.992937
27.8,615000,630000,56,61,81841,93783,0.999855
27.9,555000,690000,57,52,82316,90887,0.988379
28,645000,600000,57,59,82841,90887,0.998695
28.1,615000,645000,56,59,83341,90887,0.999433
28.2,600000,645000,56,60,83841,90887,0.998695
28.3,600000,645000,57,62,84323,93783,0.998695
28.4,585000,660000,58,53,84803,87659,0.996384
28.5,660000,600000,56,58,85307,87659,0.997738
28.6,600000,645000,57,58,85787,87659,0.998695
28.7,615000,630000,60,56,86315,87659,0.999855
28.8,630000,615000,58,60,86795,90555,0.999855
28.9,600000,645000,59,53,87275,87659,0.998695
29,675000,585000,58,57,87785,87659,0.994924
29.1,615000,630000,59,57,88268,87659,0.999855
29.2,630000,615000,62,57,88774,87659,0.999855
29.3,630000,615000,60,60,89234,90555,0.999855
29.4,630000,630000,60,52,89717,86308,1
29.5,660000,585000,59,56,90200,86308,0.996384
29.6,630000,615000,61,56,90706,86308,0.999855
29.7,660000,585000,61,56,91210,86308,0.996384
29.8,630000,615000,62,57,91672,89204,0.999855
29.9,660000,600000,62,53,92156,86308,0.997738
30,675000,570000,59,55,92618,82303,0.992937
30.1,645000,600000,63,54,93124,82303,0.998695
30.2,675000,570000,64,54,93630,82303,0.992937
30.3,690000,570000,62,56,94114,82303,0.991011
30.4,630000,615000,65,51,94598,82303,0.999855
30.5,705000,540000,62,53,95082,82303,0.982739
30.6,675000,570000,64,53,95576,82303,0.992937
30.7,690000,555000,64,56,96059,82303,0.988379
30.8,660000,600000,64,55,96521,82303,0.997738
30.9,690000,555000,64,53,97004,82303,0.988379
31,675000,570000,64,52,97466,80141,0.992937
31.1,705000,540000,67,53,97991,80141,0.982739
31.2,705000,555000,64,54,98453,80141,0.986026
31.3,675000,570000,66,54,98936,80141,0.992937
31.4,690000,555000,66,53,99419,80141,0.988379
31.5,690000,555000,66,50,99900,80141,0.988379
31.6,720000,525000,69,51,100400,77133,0.976056
31.7,735000,525000,66,53,100860,77133,0.972973
31.8,690000,555000,66,52,101320,77133,0.988379
31.9,720000,525000,67,54,101800,80029,0.976056
32,690000,555000,69,48,102280,77133,0.988379
32.1,765000,495000,68,53,102780,77133,0.956098
32.2,690000,555000,69,52,103240,77133,0.988379
32.3,735000,510000,68,52,103720,77133,0.968372
32.4,735000,510000,67,55,104200,80029,0.968372
32.5,675000,570000,71,47,104680,77133,0.992937
32.6,795000,465000,68,50,105163,72851,0.935809
32.7,720000,525000,68,50,105619,72851,0.976056
32.8,720000,525000,71,48,106094,72851,0.976056
32.9,780000,465000,71,52,106588,75747,0.939836
33,735000,525000,68,45,107025,72851,0.972973
33.1,765000,480000,70,50,107519,72851,0.950207
33.2,735000,510000,73,48,108013,72851,0.968372
33.3,765000,480000,72,50,108488,72851,0.950207
33.4,750000,495000,71,53,108944,75747,0.959738
33.5,750000,510000,73,46,109438,72851,0.964989
33.6,780000,465000,71,50,109913,72851,0.939836
33.7,735000,510000,73,46,110387,69393,0.968372
33.8,795000,450000,74,46,110873,69393,0.928687
33.9,810000,450000,70,52,111323,72289,0.924528
34,720000,525000,75,24,111791,5792,0.976056
34.1,1.02e+06,225000,65,12,112313,5792,0.710353
34.2,1.2e+06,45000,66,13,113033,5792,0.537447
34.3,1.185e+06,60000,67,21,113753,104493,0.550503
34.4,1.005e+06,255000,75,39,114419,104493,0.738384
34.5,855000,390000,76,50,114941,107389,0.87758
34.6,780000,465000,76,56,115409,104493,0.939836
34.7,690000,555000,79,47,115841,104493,0.988379
34.8,825000,435000,76,54,116309,108429,0.912571
34.9,750000,495000,76,56,116744,108429,0.959738
35,720000,525000,78,57,117169,108429,0.976056
35.1,735000,510000,78,59,117577,108429,0.968372
35.2,720000,525000,80,59,118002,108429,0.976056
35.3,735000,525000,77,62,118393,111325,0.972973
35.4,705000,540000,79,66,118801,108429,0.982739
35.5,660000,585000,81,56,119192,112922,0.996384
35.6,765000,480000,78,62,119600,116338,0.950207
35.7,690000,570000,80,63,120008,116338,0.991011
35.8,720000,525000,81,66,120416,116338,0.976056
35.9,690000,555000,81,68,120807,116338,0.988379
36,675000,570000,82,68,121198,116338,0.992937
36.1,690000,555000,80,72,121572,119234,0.988379
36.2,675000,585000,82,76,121963,116338,0.994924
36.3,645000,600000,76,68,120184,97016,0.998695
36.4,705000,540000,33,48,59368,104256,0.982739
36.5,588760,591840,43,30,59543,66503,0.999993
36.6,753120,495000,45,38,60506,82392,0.958985
36.7,675000,570000,47,40,61288,82392,0.992937
36.8,675000,570000,46,49,62026,85288,0.992937
36.9,615000,630000,48,42,62719,87405,0.999855
37,675000,585000,47,46,63445,87405,0.994924
37.1,615000,630000,49,47,64120,87405,0.999855
37.2,630000,615000,49,49,64792,86773,0.999855
37.3,615000,630000,51,54,65464,90417,0.999855
37.4,585000,660000,52,50,66086,87521,0.996384
37.5,630000,630000,51,53,66706,91768,1
37.6,585000,660000,52,55,67326,91768,0.996384
37.7,600000,645000,50,58,67906,91768,0.998695
37.8,555000,690000,54,60,68506,94664,0.988379
37.9,570000,690000,54,59,69076,92269,0.991011
38,570000,675000,53,59,69616,96392,0.992937
38.1,555000,690000,54,62,70177,96392,0.988379
38.2,555000,690000,55,64,70728,96392,0.988379
38.3,555000,690000,57,66,71279,96392,0.988379
38.4,555000,705000,56,66,71801,96392,0.986026
38.5,540000,705000,54,62,72294,97022,0.982739
38.6,555000,690000,56,65,72827,97022,0.988379
38.7,570000,675000,58,68,73387,97022,0.992937
38.8,540000,720000,59,68,73891,97022,0.98
38.9,540000,705000,57,72,74367,99918,0.982739
39,525000,720000,58,63,74871,97022,0.976056
39.1,600000,645000,57,68,75385,97022,0.998695
39.2,555000,690000,56,71,75871,97022,0.988379
39.3,525000,735000,59,68,76384,97022,0.972973
39.4,555000,690000,61,70,76897,99918,0.988379
39.5,555000,690000,58,64,77356,97022,0.988379
39.6,570000,675000,58,68,77862,97022,0.992937
39.7,570000,690000,59,69,78356,97022,0.991011
39.8,555000,690000,60,69,78850,97022,0.988379
39.9,570000,675000,60,72,79344,99918,0.992937
40,540000,705000,61,63,79812,95487,0.982739
40.1,615000,630000,60,66,80332,95487,0.999855
40.2,570000,690000,60,67,80819,95487,0.991011
40.3,585000,660000,62,67,81319,95487,0.996384
40.4,570000,675000,62,68,81794,95487,0.992937
40.5,570000,675000,62,66,82269,93281,0.992937
40.6,600000,660000,63,64,82769,93281,0.997738
40.7,615000,630000,64,66,83294,93281,0.999855
40.8,600000,645000,62,68,83769,93281,0.998695
40.9,570000,675000,63,67,84229,93281,0.992937
41,600000,645000,65,69,84733,96177,0.998695
41.1,585000,675000,64,61,85189,93281,0.994924
41.2,630000,615000,65,66,85693,93281,0.999855
41.3,615000,630000,64,67,86173,93281,0.999855
41.4,585000,660000,65,67,86653,93281,0.996384
41.5,615000,645000,65,69,87133,96177,0.999433
41.6,585000,660000,68,59,87626,90750,0.996384
41.7,660000,585000,64,65,88086,90750,0.996384
41.8,615000,630000,66,66,88569,90750,0.999855
41.9,630000,615000,68,65,89075,90750,0.999855
42,615000,645000,65,67,89512,93646,0.999433
42.1,615000,630000,67,61,89995,90750,0.999855
42.2,645000,600000,66,63,90478,88713,0.998695
42.3,630000,615000,68,64,90984,88713,0.999855
42.4,660000,600000,67,65,91454,88713,0.997738
42.5,615000,630000,68,64,91916,88713,0.999855
42.6,645000,600000,67,63,92378,88713,0.998695
42.7,615000,630000,69,60,92840,88713,0.999855
42.8,690000,555000,69,65,93346,88713,0.988379
42.9,645000,615000,68,66,93808,88713,0.999433
43,630000,615000,71,64,94292,88713,0.999855
43.1,660000,585000,69,67,94754,91609,0.996384
43.2,615000,630000,70,59,95216,85983,0.999855
43.3,720000,540000,69,64,95704,85983,0.98
43.4,645000,600000,68,64,96145,85983,0.998695
43.5,645000,600000,71,62,96628,85983,0.998695
43.6,675000,570000,71,65,97090,88879,0.992937
43.7,660000,585000,71,60,97552,85983,0.996384
43.8,690000,570000,71,62,98035,82551,0.991011
43.9,675000,570000,71,61,98497,82551,0.992937
44,690000,555000,71,63,98980,82551,0.988379
44.1,660000,585000,73,62,99463,82551,0.996384
44.2,690000,570000,74,59,99942,82551,0.991011
44.3,690000,555000,72,59,100382,82551,0.988379
44.4,705000,540000,73,60,100862,82551,0.982739
44.5,690000,555000,73,62,101322,82551,0.988379
44.6,675000,570000,75,62,101782,82551,0.992937
44.7,705000,555000,76,63,102262,85447,0.986026
44.8,675000,570000,73,57,102682,78974,0.992937
44.9,735000,510000,75,59,103182,78974,0.968372
45,705000,540000,74,60,103642,78974,0.982739
45.1,720000,540000,74,59,104122,78974,0.98
45.2,720000,525000,75,61,104602,81870,0.976056
45.3,705000,540000,76,55,105070,78974,0.982739
45.4,750000,495000,74,60,105526,77692,0.959738
45.5,690000,555000,77,57,105982,77692,0.988379
45.6,765000,495000,76,58,106457,77692,0.956098
45.7,720000,525000,76,61,106913,80588,0.976056
45.8,705000,540000,78,55,107369,77692,0.982739
45.9,750000,495000,76,58,107825,77692,0.959738
46,735000,525000,77,57,108300,77692,0.972973
46.1,750000,495000,78,58,108775,77692,0.959738
46.2,720000,525000,78,59,109231,77692,0.976056
46.3,735000,510000,79,57,109706,77692,0.968372
46.4,735000,510000,79,56,110162,77692,0.968372
46.5,765000,495000,80,54,110641,72833,0.956098
46.6,765000,480000,79,28,111091,5792,0.950207
46.7,1.05e+06,195000,72,19,111649,5792,0.679523
46.8,1.185e+06,60000,73,19,112369,5792,0.550503
46.9,1.2e+06,60000,72,36,113071,112170,0.549875
47,900000,345000,80,56,113683,109274,0.834221
47.1,750000,495000,84,51,114169,120291,0.959738
47.2,825000,420000,80,65,114619,128082,0.904306
47.3,690000,555000,84,70,115069,128082,0.988379
47.4,720000,540000,82,76,115483,128082,0.98
47.5,645000,600000,84,78,115879,128082,0.998695
47.6,645000,600000,85,81,116275,128082,0.998695
47.7,630000,615000,86,82,114392,130978,0.999855
47.8,630000,630000,46,65,56472,124528,1
47.9,513640,726760,49,16,56472,130945,0.971326
48,857600,330000,46,37,57198,84723,0.835168
48.1,675000,570000,48,43,58026,84723,0.992937
48.2,630000,630000,50,45,58802,84723,1
48.3,615000,630000,50,50,59502,87619,0.999855
48.4,570000,675000,52,47,60194,85498,0.992937
48.5,615000,630000,52,50,60874,88479,0.999855
48.6,600000,645000,52,54,61554,88479,0.998695
48.7,570000,690000,52,54,62185,88479,0.991011
48.8,585000,660000,52,59,62812,91375,0.996384
48.9,525000,720000,55,55,63439,88974,0.976056
49,585000,660000,53,59,64018,94004,0.996384
49.1,555000,705000,54,62,64626,94004,0.986026
49.2,540000,705000,55,64,65202,94004,0.982739
49.3,525000,720000,54,70,65740,96900,0.976056
49.4,495000,750000,57,59,66298,94004,0.959738
49.5,570000,675000,56,64,66856,94800,0.992937
49.6,540000,720000,56,66,67414,94800,0.98
49.7,525000,720000,55,68,67932,94800,0.976056
49.8,510000,735000,58,70,68472,97696,0.968372
49.9,525000,720000,59,62,69012,94800,0.976056
50,570000,690000,58,66,69552,94800,0.991011
50.1,540000,705000,58,69,70086,94800,0.982739
50.2,510000,735000,60,67,70608,94800,0.968372
50.3,540000,705000,61,68,71130,94800,0.982739
50.4,555000,690000,60,64,71652,94800,0.988379
50.5,570000,690000,58,68,72174,94800,0.991011
50.6,540000,705000,59,69,72683,94800,0.982739
50.7,525000,720000,60,68,73187,94800,0.976056
50.8,555000,690000,61,69,73719,94800,0.988379
50.9,525000,735000,63,62,74223,93222,0.972973
51,600000,645000,61,66,74755,93222,0.998695
51.1,555000,690000,60,67,75246,93222,0.988379
51.2,540000,705000,61,67,75732,93222,0.982739
51.3,555000,690000,64,64,76272,93222,0.988379
51.4,600000,660000,63,64,76785,90959,0.997738
51.5,570000,675000,63,65,77298,90959,0.992937
51.6,585000,660000,64,65,77832,90959,0.996384
51.7,585000,660000,64,66,78326,90959,0.996384
51.8,570000,690000,64,63,78820,90959,0.991011
51.9,600000,645000,62,64,79314,90959,0.998695
52,600000,645000,65,66,79860,90959,0.998695
52.1,600000,645000,65,67,80380,90959,0.998695
52.2,570000,675000,65,67,80866,93855,0.992937
52.3,585000,675000,65,62,81341,90959,0.994924
52.4,615000,630000,64,64,81841,88121,0.999855
52.5,600000,645000,66,64,82366,88121,0.998695
52.6,615000,630000,68,64,82891,88121,0.999855
52.7,630000,630000,66,67,83391,91017,1
52.8,600000,645000,64,61,83866,88121,0.998695
52.9,630000,615000,65,64,84371,85671,0.999855
53,615000,630000,68,63,84899,85671,0.999855
53.1,630000,615000,68,63,85403,85671,0.999855
53.2,630000,630000,67,67,85883,88567,1
53.3,600000,645000,69,57,86387,85671,0.998695
53.4,675000,570000,69,62,86915,85671,0.992937
53.5,630000,615000,69,64,87417,85671,0.999855
53.6,630000,630000,69,62,87900,85671,1
53.7,645000,600000,69,66,88383,88567,0.998695
53.8,630000,615000,69,60,88866,85671,0.999855
53.9,645000,600000,70,61,89372,81397,0.998695
54,645000,600000,70,61,89855,81397,0.998695
54.1,660000,600000,72,60,90384,81397,0.997738
54.2,675000,570000,71,64,90890,84293,0.992937
54.3,645000,600000,71,57,91364,81397,0.998695
54.4,690000,555000,71,62,91870,81397,0.988379
54.5,660000,600000,71,61,92354,81397,0.997738
54.6,660000,585000,72,61,92838,81397,0.996384
54.7,690000,555000,70,65,93322,84293,0.988379
54.8,630000,615000,72,56,93806,81397,0.999855
54.9,720000,525000,73,61,94334,78946,0.976056
55,675000,585000,72,60,94818,78946,0.994924
55.1,675000,570000,73,59,95324,78946,0.992937
55.2,705000,540000,73,62,95807,81842,0.982739
55.3,675000,570000,74,56,96290,78946,0.992937
55.4,720000,540000,74,60,96794,78946,0.98
55.5,690000,555000,75,59,97277,77720,0.988379
55.6,705000,540000,74,59,97760,77720,0.982739
