Time,Flow1_NewReno_Bps,Flow2_Bbr_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow1_Cwnd,Flow2_Cwnd,JainsFairnessIndex
0.4,526080,526080,10,21,31856,53576,1
0.5,510000,735000,30,66,57920,114392,0.968372
0.6,345000,900000,39,74,66856,128872,0.834221
0.7,465000,780000,44,70,67414,128872,0.939836
0.8,420000,825000,38,75,67752,128872,0.904306
0.9,420000,840000,41,73,68202,128872,0.9
1,540000,705000,37,56,68682,129705,0.982739
1.1,435000,810000,34,26,69072,91991,0.916822
1.2,675000,570000,38,51,69792,91991,0.992937
1.3,540000,720000,38,50,70318,91991,0.98
1.4,540000,705000,40,48,70869,91991,0.982739
1.5,570000,675000,39,51,71391,91991,0.992937
1.6,525000,720000,40,52,71913,94887,0.976056
1.7,525000,720000,40,49,72403,91991,0.976056
1.8,570000,690000,42,48,72963,91991,0.991011
1.9,570000,675000,40,51,73467,91991,0.992937
2,540000,705000,41,49,73971,89274,0.982739
2.1,555000,690000,42,46,74503,86378,0.988379
2.2,600000,660000,44,44,75084,86378,0.997738
2.3,615000,630000,40,47,75570,86378,0.999855
2.4,570000,675000,42,45,76110,78996,0.992937
2.5,570000,675000,40,35,76596,76100,0.992937
2.6,660000,585000,45,39,77244,76100,0.996384
2.7,675000,585000,42,41,77806,76100,0.994924
2.8,630000,615000,41,44,78326,78996,0.999855
2.9,615000,630000,42,37,78872,76100,0.999855
3,660000,585000,42,42,79444,76100,0.996384
3.1,630000,630000,45,41,80016,76100,1
3.2,645000,600000,44,41,80562,76100,0.998695
3.3,645000,600000,46,39,81116,76100,0.998695
3.4,675000,570000,43,43,81641,76100,0.992937
3.5,615000,630000,44,40,82166,72970,0.999855
3.6,660000,600000,47,37,82741,72970,0.997738
3.7,690000,555000,47,37,83316,72970,0.988379
3.8,705000,540000,42,43,83841,72970,0.982739
3.9,615000,630000,46,34,84371,67918,0.999855
4,720000,540000,48,34,84971,67918,0.98
4.1,720000,525000,49,36,85547,70814,0.976056
4.2,720000,525000,47,35,86099,67918,0.976056
4.3,705000,540000,46,36,86651,67918,0.982739
4.4,690000,555000,49,35,87227,67918,0.988379
4.5,735000,525000,48,38,87785,70814,0.972973
4.6,690000,555000,48,33,88314,67918,0.988379
4.7,735000,510000,50,35,88889,67918,0.968372
4.8,720000,525000,48,36,89418,65803,0.976056
4.9,720000,540000,49,36,89970,65803,0.98
5,705000,540000,50,31,90522,65803,0.982739
5.1,780000,465000,48,34,91097,63029,0.939836
5.2,735000,510000,48,36,91628,63029,0.968372
5.3,720000,525000,50,31,92178,60033,0.976056
5.4,780000,480000,51,30,92750,60033,0.946352
5.5,795000,450000,48,32,93300,60033,0.928687
5.6,750000,495000,52,32,93894,60033,0.959738
5.7,780000,465000,51,32,94444,60033,0.939836
5.8,765000,495000,52,33,95016,62929,0.956098
5.9,765000,480000,51,29,95555,60033,0.950207
6,795000,450000,53,31,96122,60033,0.928687
6.1,780000,465000,53,33,96668,60033,0.939836
6.2,765000,480000,55,35,97214,62929,0.950207
6.3,765000,495000,54,27,97739,60033,0.956098
6.4,825000,420000,53,30,98306,57737,0.904306
6.5,795000,450000,53,31,98852,55905,0.928687
6.6,795000,450000,52,31,99398,55905,0.928687
6.7,795000,465000,56,26,99980,55905,0.935809
6.8,840000,405000,54,30,100520,55905,0.891203
6.9,810000,435000,54,30,101060,53673,0.916822
7,795000,450000,56,29,101600,53673,0.928687
7.1,825000,420000,57,28,102160,53673,0.904306
7.2,855000,405000,54,29,102700,53673,0.886878
7.3,810000,435000,57,29,103260,53673,0.916822
7.4,825000,420000,58,28,103820,53673,0.904306
7.5,840000,405000,57,32,104360,56569,0.891203
7.6,810000,450000,57,27,104897,53673,0.924528
7.7,855000,390000,58,28,105448,53673,0.87758
7.8,840000,405000,59,27,105980,51871,0.891203
7.9,855000,390000,56,32,106493,54767,0.87758
8,795000,450000,61,23,107044,51871,0.928687
8.1,915000,345000,59,27,107595,51871,0.830118
8.2,855000,390000,58,28,108127,50036,0.87758
8.3,840000,405000,59,27,108659,50036,0.891203
8.4,855000,390000,60,25,109210,50036,0.87758
8.5,900000,360000,58,28,109761,50036,0.844828
8.6,840000,405000,61,26,110312,50036,0.891203
8.7,885000,360000,62,26,110855,50036,0.849026
8.8,870000,375000,60,30,111359,52932,0.8635
8.9,840000,405000,61,25,111863,50036,0.891203
9,900000,360000,63,23,112421,47408,0.844828
9.1,915000,330000,60,27,112943,47408,0.819144
9.2,855000,390000,62,27,113465,50304,0.87758
9.3,870000,375000,64,22,114005,47408,0.8635
9.4,945000,315000,64,25,114563,47408,0.8
9.5,900000,345000,62,28,115085,47408,0.834221
9.6,855000,390000,63,23,115607,49219,0.87758
9.7,915000,330000,65,21,116165,46323,0.819144
9.8,945000,300000,64,25,116710,46323,0.788396
9.9,885000,375000,65,24,117220,46323,0.85923
10,900000,345000,66,21,117730,44487,0.834221
10.1,945000,300000,65,26,118257,47383,0.788396
10.2,900000,345000,66,22,118767,44487,0.834221
10.3,945000,315000,67,12,119311,5792,0.8
10.4,1.065e+06,180000,60,4,119855,5792,0.66432
10.5,1.185e+06,60000,62,4,120535,5792,0.550503
10.6,1.185e+06,60000,61,6,121198,50279,0.550503
10.7,1.095e+06,150000,69,21,121878,56071,0.634463
10.8,960000,300000,69,25,122422,80232,0.784698
10.9,915000,330000,68,28,122932,86016,0.819144
11,885000,360000,70,29,123436,86016,0.849026
11.1,870000,375000,70,30,123900,86016,0.8635
11.2,885000,375000,69,35,124364,88912,0.85923
11.3,840000,405000,72,33,124828,87471,0.891203
11.4,840000,405000,70,30,125260,97638,0.891203
11.5,885000,360000,71,35,125740,97638,0.849026
11.6,840000,405000,74,37,126204,97638,0.891203
11.7,840000,420000,72,38,126636,97638,0.9
11.8,810000,435000,74,38,127084,97638,0.916822
11.9,810000,435000,75,38,127516,97638,0.916822
12,810000,435000,75,38,127948,98638,0.916822
12.1,840000,420000,73,47,128380,103035,0.9
12.2,765000,480000,76,41,128812,100139,0.950207
12.3,780000,465000,75,39,129212,110138,0.939836
12.4,840000,405000,75,45,129660,110138,0.891203
12.5,780000,465000,75,47,130076,110138,0.939836
12.6,780000,480000,76,48,130492,110138,0.946352
12.7,765000,480000,83,50,130908,110138,0.950207
12.8,753000,495000,97,50,131292,110138,0.959014
12.9,772160,480000,103,52,131727,113034,0.94837
13,746520,495000,105,60,132237,113034,0.960575
13.1,718840,525000,108,51,132732,111685,0.97629
13.2,735760,510000,102,51,133182,119518,0.968203
13.3,772640,480000,108,55,133737,119518,0.948247
13.4,735760,510000,106,57,134217,119518,0.968203
13.5,729600,525000,106,58,134697,119518,0.974094
13.6,719360,525000,106,60,135177,119518,0.976185
13.7,702960,540000,108,60,135657,119518,0.983102
13.8,730640,525000,106,65,136137,122414,0.973879
13.9,713200,540000,106,68,136602,119518,0.981257
14,644560,600000,108,57,137052,122759,0.99872
14.1,717960,525000,105,61,137502,127709,0.976467
14.2,720760,525000,106,64,137997,127709,0.975902
14.3,686560,570000,106,65,138447,127709,0.991469
14.4,687600,555000,108,67,138927,127709,0.988741
14.5,686560,570000,106,68,139362,127709,0.991469
14.6,666080,570000,108,69,139824,127709,0.993994
14.7,686560,570000,106,76,140230,130605,0.991469
14.8,660960,585000,106,71,140650,127709,0.996297
14.9,595360,645000,110,63,141042,132321,0.998401
15,750760,510000,105,70,141476,135224,0.964816
15.1,650040,585000,108,72,141896,135224,0.997234
15.2,666080,585000,108,74,142316,135224,0.995817
15.3,653400,600000,109,75,142722,135224,0.998188
15.4,651080,600000,108,77,143128,135224,0.998336
15.5,643520,600000,108,78,143520,135224,0.998777
15.6,632920,615000,107,90,143912,138120,0.999794
15.7,623400,630000,110,81,144318,135224,0.999972
15.8,623040,624480,108,68,144696,135224,0.999999
15.9,724480,525680,106,73,145130,135224,0.975336
16,633280,615000,108,74,145536,135224,0.999786
16.1,676320,570000,106,77,145942,135224,0.992775
16.2,628160,615000,106,77,146334,135224,0.999888
16.3,628160,615000,108,77,146740,135224,0.999888
16.4,643520,615000,108,83,147132,138120,0.999487
16.5,644560,600000,108,92,147538,135224,0.99872
16.6,626760,623080,107,77,147916,135224,0.999991
16.7,656200,588720,106,70,148322,135224,0.997071
16.8,686560,555000,108,75,148756,135224,0.988896
16.9,644560,615000,106,75,149148,135224,0.99945
17,654800,585000,108,77,149568,135224,0.99684
17.1,623040,630000,108,77,149947,135224,0.999969
17.2,659920,585000,108,79,150324,135224,0.996391
17.3,628160,615000,108,85,150688,138120,0.999888
17.4,638400,615000,108,87,151052,135224,0.999652
17.5,611400,635920,107,74,151403,135792,0.999614
17.6,687960,558760,106,72,151793,135792,0.989375
17.7,671200,585000,106,75,152183,135792,0.995313
17.8,633280,615000,108,75,152560,135792,0.999786
17.9,654800,585000,106,77,152924,135792,0.99684
18,628160,615000,108,77,153301,135792,0.999888
18.1,643520,615000,108,78,153665,135792,0.999487
18.2,644560,600000,108,91,154042,138688,0.99872
18.3,626760,618240,109,86,154406,135792,0.999953
18.4,629560,625880,108,71,154770,135792,0.999991
18.5,686560,551240,106,73,155147,135921,0.98819
18.6,644560,615000,108,73,155537,135921,0.99945
18.7,665040,570000,108,77,155914,135921,0.994113
18.8,639440,615000,108,77,156291,135921,0.999621
18.9,643520,600000,108,78,156655,135921,0.998777
19,644560,615000,106,81,157019,138601,0.99945
19.1,626760,615000,107,92,157383,135705,0.99991
19.2,608040,635480,108,78,157747,135705,0.999513
19.3,659920,589920,106,70,158111,135705,0.996873
19.4,697840,555000,108,74,158527,135705,0.987168
19.5,628160,615000,108,74,158891,135705,0.999888
19.6,676320,570000,106,78,159268,135705,0.992775
19.7,628160,630000,108,77,159645,135705,0.999998
19.8,643520,600000,108,78,160009,135705,0.998777
19.9,632920,615000,107,87,160373,138601,0.999794
