Time,NewReno_1_Bps,NewReno_2_Bps,NewReno_1_PktLoss,NewReno_2_PktLoss,NewReno_1_Cwnd,NewReno_2_Cwnd,JainsFairnessIndex
7.5,525000.0,720000.0,70.0,48.0,102160.0,101860.0,0.9760560000000001
7.6,615000.0,630000.0,69.0,50.0,102560.0,102300.0,0.999855
7.7,720000.0,540000.0,52.0,69.0,102860.0,102840.0,0.98
7.8,645000.0,600000.0,55.0,65.0,103320.0,103200.0,0.998695
7.9,645000.0,600000.0,58.0,61.0,103780.0,103560.0,0.998695
8.0,540000.0,705000.0,66.0,54.0,104220.0,103960.0,0.982739
8.1,600000.0,660000.0,67.0,55.0,104620.0,104400.0,0.997738
8.2,630000.0,615000.0,61.0,62.0,104973.0,104878.0,0.999855
8.3,735000.0,510000.0,52.0,70.0,105353.0,105277.0,0.968372
8.4,675000.0,570000.0,52.0,72.0,105771.0,105657.0,0.992937
8.5,585000.0,660000.0,61.0,65.0,106227.0,105999.0,0.996384
8.6,615000.0,645000.0,66.0,58.0,106664.0,106341.0,0.9994330000000001
8.7,480000.0,765000.0,72.0,51.0,107025.0,106759.0,0.9502070000000001
8.8,630000.0,615000.0,71.0,55.0,107405.0,107177.0,0.999855
8.9,675000.0,570000.0,58.0,67.0,107709.0,107652.0,0.992937
9.0,690000.0,570000.0,56.0,71.0,108127.0,108051.0,0.991011
9.1,720000.0,525000.0,52.0,74.0,108545.0,108412.0,0.9760560000000001
9.2,570000.0,675000.0,63.0,66.0,109001.0,108754.0,0.992937
9.3,570000.0,675000.0,69.0,59.0,109419.0,109115.0,0.992937
9.4,555000.0,690000.0,74.0,55.0,109818.0,109514.0,0.988379
9.5,630000.0,630000.0,69.0,59.0,110160.0,109951.0,1.0
9.6,570000.0,675000.0,69.0,61.0,110513.0,110387.0,0.992937
9.7,690000.0,555000.0,67.0,64.0,110909.0,110747.0,0.988379
9.8,675000.0,570000.0,54.0,76.0,111197.0,111197.0,0.992937
9.9,630000.0,630000.0,59.0,73.0,111611.0,111539.0,1.0
10.0,735000.0,510000.0,56.0,77.0,112025.0,111881.0,0.968372
10.1,585000.0,660000.0,50.0,71.0,110048.0,110048.0,0.996384
10.2,570000.0,675000.0,12.0,37.0,54300.0,70200.0,0.992937
10.3,637480.0,607480.0,22.0,33.0,54870.0,54566.0,0.9994200000000001
10.4,570000.0,690000.0,31.0,24.0,55730.0,55249.0,0.991011
10.5,570000.0,675000.0,40.0,17.0,56581.0,55952.0,0.992937
10.6,585000.0,660000.0,39.0,18.0,57268.0,56764.0,0.996384
10.7,630000.0,615000.0,36.0,23.0,57952.0,57592.0,0.999855
10.8,585000.0,675000.0,37.0,23.0,58661.0,58381.0,0.994924
10.9,615000.0,630000.0,36.0,25.0,59361.0,59151.0,0.999855
11.0,630000.0,615000.0,35.0,27.0,60057.0,59886.0,0.999855
11.1,645000.0,600000.0,32.0,29.0,60737.0,60601.0,0.998695
11.2,645000.0,600000.0,34.0,30.0,61485.0,61281.0,0.998695
11.3,645000.0,615000.0,33.0,31.0,62184.0,61986.0,0.9994330000000001
11.4,615000.0,630000.0,35.0,32.0,62877.0,62679.0,0.999855
11.5,600000.0,645000.0,35.0,31.0,63537.0,63372.0,0.998695
11.6,615000.0,630000.0,35.0,32.0,64177.0,64049.0,0.999855
11.7,615000.0,645000.0,38.0,31.0,64881.0,64721.0,0.9994330000000001
11.8,615000.0,630000.0,42.0,28.0,65584.0,65329.0,0.999855
11.9,675000.0,570000.0,41.0,28.0,66266.0,65925.0,0.992937
12.0,630000.0,615000.0,44.0,27.0,66948.0,66545.0,0.999855
12.1,645000.0,600000.0,47.0,26.0,67661.0,67134.0,0.998695
12.2,690000.0,570000.0,48.0,26.0,68351.0,67721.0,0.991011
12.3,705000.0,540000.0,37.0,37.0,68891.0,68411.0,0.982739
12.4,690000.0,555000.0,27.0,46.0,69431.0,69101.0,0.988379
12.5,570000.0,675000.0,28.0,48.0,69998.0,69791.0,0.992937
12.6,555000.0,705000.0,27.0,49.0,70520.0,70491.0,0.986026
12.7,525000.0,720000.0,39.0,40.0,71187.0,71042.0,0.9760560000000001
12.8,570000.0,675000.0,45.0,33.0,71825.0,71593.0,0.992937
12.9,660000.0,585000.0,50.0,28.0,72514.0,72086.0,0.996384
13.0,735000.0,510000.0,51.0,31.0,73214.0,72598.0,0.968372
13.1,750000.0,510000.0,35.0,45.0,73690.0,73270.0,0.964989
13.2,585000.0,660000.0,31.0,52.0,74166.0,73970.0,0.996384
13.3,480000.0,765000.0,35.0,47.0,74670.0,74614.0,0.9502070000000001
13.4,510000.0,735000.0,48.0,34.0,75299.0,75110.0,0.968372
13.5,705000.0,555000.0,53.0,32.0,76001.0,75569.0,0.986026
