Time,Dctcp_1_Bps,Dctcp_2_Bps,Dctcp_1_PktLoss,Dctcp_2_PktLoss,Dctcp_1_Cwnd,Dctcp_2_Cwnd,JainsFairnessIndex
22.4,1228280.0,15000.0,385.0,286.0,187092.0,1448.0,0.51221
22.5,1246440.0,0.0,382.0,286.0,188540.0,1448.0,0.5
22.6,1256320.0,0.0,382.0,286.0,188540.0,1448.0,0.5
22.7,1239920.0,0.0,382.0,288.0,189988.0,2896.0,0.5
22.8,1218400.0,30000.0,382.0,290.0,189988.0,5792.0,0.524608
22.9,1196880.0,60000.0,380.0,294.0,191436.0,11584.0,0.550005
23.0,1115920.0,120000.0,382.0,302.0,192884.0,23168.0,0.606305
23.1,1014120.0,240000.0,381.0,318.0,192884.0,46336.0,0.724107
23.2,1021000.0,225000.0,402.0,303.0,194332.0,46336.0,0.710166
23.3,987840.0,255000.0,382.0,349.0,194332.0,92643.0,0.742012
23.4,605240.0,645000.0,391.0,358.0,194332.0,92638.0,0.99899
23.5,1101200.0,150000.0,384.0,351.0,153272.0,92638.0,0.633734
23.6,653400.0,600000.0,331.0,384.0,190392.0,92638.0,0.998188
23.7,308400.0,940520.0,401.0,347.0,183848.0,92633.0,0.7960699999999999
23.8,918800.0,317120.0,338.0,325.0,180832.0,92633.0,0.808407
23.9,128040.0,1072640.0,402.0,358.0,109928.0,95524.0,0.617692
24.0,1152920.0,93160.0,388.0,373.0,111496.0,96972.0,0.580279
24.1,345000.0,900000.0,400.0,379.0,195778.0,98420.0,0.834221
24.2,925560.0,315000.0,438.0,360.0,134536.0,98420.0,0.805006
24.3,596040.0,660000.0,401.0,381.0,164064.0,98416.0,0.997414
24.4,533560.0,720000.0,406.0,347.0,178624.0,98416.0,0.9783589999999999
24.5,336400.0,904360.0,463.0,361.0,167672.0,101312.0,0.826763
24.6,683960.0,570000.0,398.0,374.0,167672.0,102760.0,0.9918080000000001
24.7,345000.0,900000.0,440.0,385.0,87728.0,104208.0,0.834221
24.8,563280.0,675000.0,429.0,364.0,129544.0,104208.0,0.991926
24.9,436840.0,825000.0,516.0,364.0,198672.0,105656.0,0.913554
25.0,609920.0,630000.0,484.0,387.0,198672.0,107104.0,0.9997380000000001
25.1,270000.0,975000.0,518.0,342.0,198672.0,107101.0,0.757199
25.2,897680.0,360000.0,472.0,320.0,147736.0,107101.0,0.845472
25.3,456480.0,781400.0,566.0,344.0,198671.0,108546.0,0.935544
25.4,735680.0,515920.0,555.0,324.0,198671.0,108546.0,0.970093
25.5,706160.0,542600.0,533.0,363.0,105568.0,109991.0,0.9831340000000001
25.6,605160.0,649200.0,527.0,395.0,107016.0,111439.0,0.9987689999999999
25.7,106880.0,1140000.0,611.0,378.0,200118.0,112887.0,0.592937
25.8,632600.0,615000.0,618.0,371.0,130808.0,112884.0,0.999801
25.9,640320.0,600000.0,584.0,331.0,131616.0,112884.0,0.9989440000000002
26.0,756840.0,495000.0,542.0,380.0,198072.0,114330.0,0.958084
26.1,0.0,847600.0,542.0,402.0,198072.0,115778.0,0.5
26.2,0.0,1188560.0,542.0,381.0,198072.0,117226.0,0.5
26.3,0.0,1245000.0,542.0,381.0,198072.0,118674.0,0.5
26.4,0.0,1245000.0,542.0,383.0,198072.0,120122.0,0.5
26.5,0.0,1245000.0,542.0,383.0,198072.0,121570.0,0.5
26.6,0.0,1245000.0,542.0,385.0,198072.0,123018.0,0.5
26.7,0.0,1260000.0,542.0,386.0,198072.0,124466.0,0.5
26.8,0.0,1245000.0,542.0,386.0,198072.0,125914.0,0.5
26.9,0.0,1245000.0,542.0,388.0,198072.0,127362.0,0.5
27.0,15000.0,1230000.0,542.0,389.0,1448.0,128810.0,0.512193
27.1,15000.0,1245000.0,543.0,390.0,2896.0,128810.0,0.512046
27.2,15000.0,1230000.0,543.0,389.0,2896.0,130258.0,0.512193
27.3,15000.0,1235240.0,546.0,413.0,5792.0,131706.0,0.512142
27.4,60000.0,1182240.0,550.0,414.0,11584.0,133154.0,0.550621
27.5,120000.0,1132320.0,558.0,414.0,23168.0,134602.0,0.6048
27.6,240000.0,1007960.0,574.0,415.0,46336.0,136050.0,0.72533
27.7,255000.0,983080.0,557.0,438.0,46336.0,137498.0,0.7430369999999998
27.8,225000.0,1029840.0,606.0,414.0,92672.0,137498.0,0.708527
27.9,675000.0,578600.0,614.0,421.0,107151.0,138946.0,0.9941210000000001
28.0,195000.0,1046520.0,604.0,350.0,107151.0,138945.0,0.6800799999999999
28.1,1140560.0,102200.0,634.0,444.0,108598.0,138945.0,0.588891
28.2,289320.0,963280.0,616.0,433.0,108598.0,138945.0,0.775496
28.3,412520.0,834200.0,657.0,418.0,108598.0,138944.0,0.8973429999999999
28.4,684800.0,558680.0,644.0,369.0,108597.0,138944.0,0.989818
28.5,663480.0,595000.0,607.0,436.0,108597.0,140392.0,0.997048
28.6,0.0,1239840.0,607.0,451.0,108597.0,141840.0,0.5
28.7,0.0,1247640.0,607.0,452.0,108597.0,143288.0,0.5
28.8,0.0,1256320.0,607.0,456.0,108597.0,144736.0,0.5
28.9,0.0,1242000.0,607.0,456.0,108597.0,146184.0,0.5
29.0,0.0,1253280.0,607.0,458.0,108597.0,146184.0,0.5
29.1,0.0,1243040.0,607.0,456.0,108597.0,147632.0,0.5
29.2,0.0,1246760.0,607.0,457.0,108597.0,149080.0,0.5
29.3,0.0,1254680.0,607.0,456.0,108597.0,150528.0,0.5
29.4,0.0,1246760.0,607.0,457.0,108597.0,151976.0,0.5
29.5,15000.0,1233160.0,607.0,456.0,1448.0,151976.0,0.512162
29.6,0.0,1241640.0,608.0,451.0,1448.0,153424.0,0.5
29.7,15000.0,1237240.0,607.0,452.0,1448.0,154872.0,0.512122
29.8,0.0,1249800.0,607.0,457.0,1448.0,156320.0,0.5
29.9,0.0,1238280.0,609.0,458.0,2896.0,157768.0,0.5
30.0,30000.0,1221520.0,611.0,456.0,5792.0,157768.0,0.524545
30.1,60000.0,1188720.0,615.0,458.0,11584.0,159216.0,0.550346
30.2,120000.0,1130320.0,623.0,456.0,23168.0,160664.0,0.604981
30.3,240000.0,996080.0,619.0,466.0,31856.0,160664.0,0.7277239999999999
30.4,30000.0,1218400.0,637.0,458.0,46336.0,162112.0,0.524608
30.5,450000.0,806120.0,671.0,457.0,92672.0,162112.0,0.9256030000000001
30.6,690000.0,551960.0,666.0,472.0,108595.0,145376.0,0.987797
30.7,105000.0,1144920.0,676.0,385.0,108595.0,163559.0,0.590945
30.8,995280.0,254960.0,636.0,474.0,108595.0,163559.0,0.7403939999999999
30.9,121560.0,1123720.0,627.0,383.0,108595.0,163559.0,0.606925
31.0,0.0,690680.0,627.0,452.0,108595.0,165007.0,0.5
31.1,0.0,1240840.0,627.0,469.0,108595.0,166455.0,0.5
31.2,0.0,1250160.0,627.0,469.0,108595.0,166455.0,0.5
31.3,0.0,1245040.0,627.0,467.0,108595.0,167903.0,0.5
31.4,0.0,1250160.0,627.0,469.0,108595.0,169351.0,0.5
31.5,0.0,1250160.0,627.0,467.0,108595.0,169351.0,0.5
31.6,0.0,1255280.0,627.0,469.0,108595.0,170799.0,0.5
31.7,0.0,1239920.0,627.0,467.0,108595.0,172247.0,0.5
31.8,0.0,1255280.0,628.0,469.0,1448.0,173695.0,0.5
31.9,15000.0,1233400.0,628.0,468.0,1448.0,173695.0,0.51216
32.0,15000.0,1235160.0,627.0,467.0,1448.0,175143.0,0.512142
32.1,0.0,1245040.0,627.0,467.0,1448.0,176591.0,0.5
32.2,0.0,1250160.0,629.0,467.0,2896.0,176591.0,0.5
32.3,30000.0,1218400.0,631.0,467.0,5792.0,178039.0,0.524608
32.4,60000.0,1184200.0,635.0,468.0,11584.0,179487.0,0.550537
32.5,120000.0,1122440.0,627.0,479.0,11584.0,179487.0,0.605702
32.6,30000.0,1218400.0,641.0,471.0,23168.0,180935.0,0.524608
32.7,210000.0,1041120.0,659.0,467.0,46336.0,180935.0,0.69382
32.8,480000.0,771240.0,691.0,468.0,92672.0,182383.0,0.948607
32.9,330000.0,913400.0,669.0,495.0,92672.0,182383.0,0.8195739999999999
33.0,360000.0,884160.0,702.0,422.0,108593.0,182382.0,0.8492640000000001
33.1,750000.0,493720.0,686.0,390.0,108593.0,182382.0,0.959269
33.2,410720.0,756920.0,658.0,487.0,108593.0,183830.0,0.919194
33.3,19120.0,1228400.0,656.0,487.0,108593.0,183830.0,0.515561
33.4,0.0,1242360.0,656.0,486.0,108593.0,185278.0,0.5
33.5,0.0,1246080.0,656.0,488.0,108593.0,186726.0,0.5
33.6,0.0,1245720.0,656.0,485.0,108593.0,186726.0,0.5
33.7,0.0,1247480.0,656.0,484.0,108593.0,188174.0,0.5
33.8,0.0,1246080.0,656.0,484.0,108593.0,188174.0,0.5
33.9,0.0,1246080.0,656.0,484.0,108593.0,189622.0,0.5
34.0,0.0,1261440.0,656.0,486.0,108593.0,191070.0,0.5
34.1,0.0,1240960.0,657.0,486.0,1448.0,191070.0,0.5
34.2,15000.0,1234440.0,657.0,487.0,1448.0,192518.0,0.512149
34.3,15000.0,1225960.0,656.0,488.0,1448.0,193966.0,0.512233
34.4,0.0,1252240.0,656.0,486.0,1448.0,193966.0,0.5
34.5,0.0,1255960.0,656.0,487.0,1448.0,195414.0,0.5
34.6,30000.0,1204440.0,656.0,490.0,2896.0,195414.0,0.524892
34.7,30000.0,1230720.0,658.0,486.0,5792.0,196862.0,0.524361
34.8,30000.0,1212920.0,664.0,483.0,11584.0,198310.0,0.524719
34.9,120000.0,1127560.0,672.0,486.0,23168.0,198310.0,0.605233
35.0,240000.0,1010400.0,688.0,486.0,46336.0,199758.0,0.724844
35.1,465000.0,774720.0,677.0,514.0,60816.0,199758.0,0.941251
35.2,15000.0,1239560.0,720.0,483.0,92672.0,201206.0,0.512099
35.3,645000.0,603840.0,727.0,465.0,95567.0,156960.0,0.9989149999999999
35.4,510000.0,731760.0,702.0,484.0,95567.0,196024.0,0.969093
35.5,229680.0,1016320.0,748.0,504.0,95567.0,201205.0,0.715011
35.6,921800.0,334120.0,742.0,507.0,97015.0,201205.0,0.820374
35.7,450000.0,793440.0,725.0,492.0,97014.0,158808.0,0.9291199999999998
35.8,855000.0,401320.0,686.0,573.0,97014.0,149464.0,0.8846380000000001
35.9,79680.0,1160360.0,749.0,544.0,98462.0,202652.0,0.568346
36.0,587800.0,653920.0,770.0,546.0,89776.0,202652.0,0.997173
36.1,405000.0,852480.0,749.0,495.0,98464.0,201976.0,0.887601
36.2,990480.0,247720.0,717.0,564.0,91224.0,197360.0,0.735378
36.3,30000.0,1224920.0,715.0,480.0,97016.0,194856.0,0.524477
36.4,0.0,654280.0,715.0,537.0,98464.0,204099.0,0.5
