Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
91.0,638400.0,615000.0,293.0,216.0,131768.0,60816.0,0.9996519999999999
91.1,1045440.0,195000.0,299.0,207.0,134765.0,60816.0,0.680253
91.2,819400.0,435000.0,231.0,221.0,91224.0,62264.0,0.914155
91.3,597720.0,645000.0,251.0,220.0,92672.0,62264.0,0.998555
91.4,618160.0,630000.0,250.0,221.0,94120.0,63712.0,0.99991
91.5,615000.0,645000.0,256.0,216.0,95568.0,63712.0,0.9994330000000001
91.6,735000.0,510000.0,274.0,200.0,97016.0,63712.0,0.968372
91.7,1005000.0,240000.0,261.0,217.0,99912.0,65160.0,0.7259220000000001
91.8,660000.0,585000.0,255.0,222.0,99912.0,65160.0,0.996384
91.9,585000.0,660000.0,261.0,219.0,101360.0,66608.0,0.996384
92.0,810000.0,450000.0,278.0,203.0,102808.0,66608.0,0.924528
92.1,1020000.0,225000.0,257.0,224.0,104256.0,66608.0,0.710353
92.2,555000.0,690000.0,259.0,225.0,105704.0,68056.0,0.988379
92.3,555000.0,690000.0,280.0,203.0,105704.0,68056.0,0.988379
92.4,1095000.0,165000.0,270.0,214.0,107152.0,68056.0,0.647339
92.5,705000.0,540000.0,259.0,225.0,107152.0,69504.0,0.982739
92.6,540000.0,705000.0,271.0,214.0,107152.0,69504.0,0.982739
92.7,960000.0,285000.0,280.0,208.0,108600.0,70952.0,0.7728290000000001
92.8,795000.0,450000.0,261.0,226.0,108600.0,70952.0,0.928687
92.9,540000.0,720000.0,268.0,221.0,110048.0,72400.0,0.98
93.0,915000.0,330000.0,283.0,207.0,110048.0,72400.0,0.819144
93.1,840000.0,405000.0,261.0,228.0,110048.0,72400.0,0.891203
93.2,495000.0,750000.0,270.0,221.0,110048.0,73848.0,0.9597380000000001
93.3,945000.0,315000.0,284.0,208.0,111496.0,73848.0,0.8000000000000002
93.4,795000.0,450000.0,263.0,228.0,111496.0,73848.0,0.928687
93.5,495000.0,750000.0,274.0,217.0,111496.0,75296.0,0.9597380000000001
93.6,1005000.0,240000.0,279.0,213.0,111496.0,75296.0,0.7259220000000001
93.7,720000.0,525000.0,263.0,230.0,111496.0,75296.0,0.9760560000000001
93.8,480000.0,780000.0,279.0,213.0,111496.0,76744.0,0.946352
93.9,1080000.0,165000.0,273.0,220.0,111496.0,76744.0,0.649293
94.0,615000.0,630000.0,262.0,230.0,111496.0,76744.0,0.999855
94.1,525000.0,720000.0,283.0,211.0,111496.0,78192.0,0.9760560000000001
94.2,1140000.0,120000.0,267.0,227.0,111496.0,78192.0,0.60411
94.3,510000.0,735000.0,263.0,232.0,111496.0,78192.0,0.968372
94.4,630000.0,615000.0,283.0,212.0,111496.0,79640.0,0.999855
94.5,1050000.0,195000.0,263.0,233.0,111496.0,79640.0,0.679523
94.6,420000.0,825000.0,263.0,235.0,111496.0,83984.0,0.904306
94.7,810000.0,450000.0,283.0,217.0,111496.0,86880.0,0.924528
94.8,840000.0,405000.0,263.0,239.0,111496.0,88328.0,0.891203
94.9,330000.0,915000.0,281.0,222.0,111496.0,91224.0,0.819144
95.0,1110000.0,135000.0,271.0,231.0,111496.0,91224.0,0.619849
95.1,465000.0,795000.0,262.0,244.0,111496.0,97016.0,0.935809
95.2,675000.0,570000.0,283.0,226.0,111496.0,99912.0,0.992937
95.3,825000.0,420000.0,262.0,247.0,111496.0,101360.0,0.904306
95.4,315000.0,930000.0,283.0,231.0,111496.0,107152.0,0.803851
95.5,1140000.0,105000.0,263.0,252.0,111496.0,107152.0,0.59133
95.6,150000.0,1110000.0,273.0,245.0,111496.0,114392.0,0.632712
95.7,990000.0,255000.0,280.0,240.0,112944.0,114392.0,0.74155
95.8,360000.0,885000.0,264.0,204.0,112944.0,82536.0,0.849026
95.9,975000.0,277240.0,212.0,187.0,78192.0,82536.0,0.763078
96.0,157080.0,839760.0,255.0,230.0,78192.0,81000.0,0.68073
96.1,686240.0,554120.0,266.0,205.0,82536.0,59368.0,0.988781
96.2,855000.0,405000.0,259.0,212.0,85432.0,59368.0,0.8868779999999999
96.3,840000.0,405000.0,248.0,226.0,86880.0,60816.0,0.891203
96.4,630000.0,615000.0,250.0,228.0,89776.0,62264.0,0.999855
96.5,600000.0,645000.0,250.0,228.0,89776.0,63712.0,0.998695
96.6,615000.0,645000.0,273.0,208.0,92672.0,65160.0,0.9994330000000001
96.7,960000.0,285000.0,273.0,211.0,95568.0,65160.0,0.7728290000000001
96.8,855000.0,390000.0,255.0,230.0,97016.0,66608.0,0.87758
96.9,570000.0,675000.0,256.0,231.0,98464.0,66608.0,0.992937
97.0,570000.0,675000.0,277.0,211.0,99912.0,68056.0,0.992937
97.1,1020000.0,240000.0,272.0,217.0,101360.0,68056.0,0.722951
97.2,765000.0,480000.0,258.0,232.0,102808.0,69504.0,0.9502070000000001
97.3,540000.0,705000.0,262.0,229.0,102808.0,69504.0,0.982739
97.4,795000.0,450000.0,280.0,211.0,104256.0,69504.0,0.928687
97.5,990000.0,270000.0,261.0,233.0,105704.0,69504.0,0.7538459999999999
97.6,525000.0,720000.0,261.0,234.0,107152.0,70952.0,0.9760560000000001
97.7,645000.0,600000.0,282.0,212.0,107152.0,70952.0,0.998695
97.8,1095000.0,150000.0,264.0,232.0,108600.0,70952.0,0.634463
97.9,540000.0,705000.0,264.0,233.0,108600.0,70952.0,0.982739
98.0,585000.0,675000.0,284.0,212.0,110048.0,70952.0,0.994924
98.1,1125000.0,120000.0,269.0,228.0,110048.0,70952.0,0.605467
98.2,600000.0,645000.0,264.0,233.0,111496.0,70952.0,0.998695
98.3,540000.0,705000.0,286.0,212.0,111496.0,70952.0,0.982739
98.4,1155000.0,105000.0,271.0,227.0,111496.0,70952.0,0.590164
98.5,615000.0,630000.0,264.0,233.0,111496.0,70952.0,0.999855
98.6,525000.0,720000.0,286.0,213.0,112944.0,70952.0,0.9760560000000001
98.7,1155000.0,90000.0,271.0,227.0,112944.0,70952.0,0.577452
98.8,615000.0,630000.0,266.0,234.0,112944.0,72400.0,0.999855
98.9,555000.0,705000.0,287.0,213.0,112944.0,72400.0,0.986026
99.0,1170000.0,75000.0,269.0,233.0,112944.0,73848.0,0.56384
99.1,525000.0,720000.0,266.0,235.0,112944.0,73848.0,0.9760560000000001
99.2,645000.0,600000.0,287.0,215.0,112944.0,73848.0,0.998695
99.3,1110000.0,150000.0,265.0,236.0,112944.0,75296.0,0.632712
99.4,480000.0,765000.0,265.0,237.0,112944.0,75296.0,0.9502070000000001
99.5,750000.0,495000.0,287.0,216.0,112944.0,75296.0,0.9597380000000001
99.6,960000.0,285000.0,265.0,238.0,112944.0,76744.0,0.7728290000000001
99.7,450000.0,795000.0,271.0,233.0,112944.0,76744.0,0.928687
99.8,930000.0,330000.0,287.0,217.0,112944.0,76744.0,0.815157
99.9,795000.0,450000.0,266.0,238.0,112944.0,78192.0,0.928687
100.0,450000.0,795000.0,282.0,223.0,112944.0,78192.0,0.928687
100.1,1095000.0,150000.0,275.0,229.0,112944.0,78192.0,0.634463
100.2,600000.0,660000.0,265.0,240.0,112944.0,79640.0,0.997738
100.3,570000.0,675000.0,287.0,219.0,112944.0,79640.0,0.992937
100.4,1095000.0,150000.0,266.0,239.0,112944.0,79640.0,0.634463
100.5,435000.0,810000.0,265.0,240.0,112944.0,81088.0,0.9168220000000001
100.6,810000.0,435000.0,287.0,221.0,112944.0,81088.0,0.9168220000000001
100.7,870000.0,390000.0,265.0,241.0,112944.0,81088.0,0.8732669999999999
100.8,405000.0,840000.0,280.0,228.0,112944.0,82536.0,0.891203
100.9,1065000.0,180000.0,277.0,230.0,112944.0,82536.0,0.66432
101.0,570000.0,675000.0,265.0,241.0,112944.0,82536.0,0.992937
101.1,600000.0,660000.0,287.0,222.0,112944.0,83984.0,0.997738
101.2,1065000.0,180000.0,266.0,242.0,112944.0,83984.0,0.66432
101.3,390000.0,855000.0,268.0,241.0,112944.0,83984.0,0.87758
101.4,885000.0,360000.0,288.0,221.0,114392.0,83984.0,0.849026
101.5,735000.0,510000.0,267.0,244.0,114392.0,85432.0,0.968372
101.6,450000.0,810000.0,287.0,222.0,114392.0,85432.0,0.924528
101.7,1170000.0,75000.0,268.0,244.0,115840.0,86880.0,0.56384
101.8,360000.0,885000.0,268.0,245.0,115840.0,86880.0,0.849026
