Time,NewReno_1_Bps,Cubic_2_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
18.1,1050000.0,195000.0,69.0,70.0,109117.0,68056.0,0.679523
18.2,750000.0,510000.0,55.0,83.0,109459.0,69504.0,0.964989
18.3,540000.0,705000.0,65.0,74.0,109896.0,69504.0,0.982739
18.4,945000.0,300000.0,77.0,64.0,110587.0,69504.0,0.788396
18.5,825000.0,420000.0,58.0,85.0,110911.0,70952.0,0.904306
18.6,525000.0,735000.0,63.0,78.0,111271.0,70952.0,0.972973
18.7,915000.0,330000.0,79.0,64.0,111955.0,70952.0,0.819144
18.8,855000.0,390000.0,58.0,85.0,112279.0,72400.0,0.87758
18.9,510000.0,735000.0,64.0,78.0,112639.0,72400.0,0.968372
19.0,930000.0,315000.0,79.0,65.0,113323.0,72400.0,0.803851
19.1,825000.0,435000.0,58.0,86.0,113629.0,72400.0,0.9125710000000001
19.2,495000.0,750000.0,69.0,76.0,114025.0,72400.0,0.9597380000000001
19.3,1005000.0,240000.0,75.0,70.0,114673.0,72400.0,0.7259220000000001
19.4,735000.0,510000.0,60.0,86.0,114979.0,72400.0,0.968372
19.5,510000.0,750000.0,76.0,68.0,115429.0,72400.0,0.964989
19.6,1110000.0,135000.0,69.0,77.0,116023.0,72400.0,0.619849
19.7,630000.0,615000.0,61.0,86.0,116329.0,72400.0,0.999855
19.8,555000.0,690000.0,82.0,64.0,116831.0,72400.0,0.988379
19.9,1185000.0,60000.0,62.0,86.0,117324.0,72400.0,0.550503
20.0,510000.0,750000.0,62.0,86.0,117613.0,72400.0,0.964989
20.1,720000.0,525000.0,82.0,65.0,118191.0,72400.0,0.9760560000000001
20.2,1020000.0,225000.0,62.0,87.0,118599.0,73848.0,0.710353
20.3,480000.0,765000.0,63.0,86.0,118871.0,73848.0,0.9502070000000001
20.4,915000.0,345000.0,84.0,65.0,119568.0,73848.0,0.830118
20.5,840000.0,405000.0,62.0,87.0,119857.0,75296.0,0.891203
20.6,480000.0,765000.0,79.0,72.0,120265.0,75296.0,0.9502070000000001
20.7,1155000.0,90000.0,70.0,82.0,120843.0,75296.0,0.577452
20.8,555000.0,690000.0,65.0,89.0,121115.0,76744.0,0.988379
20.9,675000.0,585000.0,85.0,68.0,121659.0,76744.0,0.994924
21.0,1035000.0,210000.0,64.0,88.0,122067.0,76744.0,0.6948760000000002
21.1,465000.0,780000.0,69.0,85.0,122373.0,78192.0,0.939836
21.2,1005000.0,240000.0,82.0,73.0,123053.0,78192.0,0.7259220000000001
21.3,705000.0,555000.0,66.0,90.0,123308.0,78192.0,0.986026
21.4,570000.0,675000.0,86.0,70.0,123774.0,79640.0,0.992937
21.5,1110000.0,135000.0,66.0,91.0,124206.0,79640.0,0.619849
21.6,420000.0,825000.0,68.0,89.0,124446.0,81088.0,0.904306
21.7,990000.0,255000.0,85.0,74.0,125102.0,81088.0,0.74155
21.8,690000.0,570000.0,67.0,92.0,125326.0,81088.0,0.991011
21.9,585000.0,660000.0,88.0,70.0,125806.0,81088.0,0.996384
22.0,1065000.0,180000.0,68.0,93.0,126206.0,82536.0,0.66432
22.1,390000.0,855000.0,78.0,84.0,126494.0,82536.0,0.87758
22.2,1140000.0,120000.0,76.0,84.0,127086.0,82536.0,0.60411
22.3,525000.0,720000.0,67.0,93.0,127294.0,83984.0,0.9760560000000001
22.4,765000.0,480000.0,89.0,73.0,127870.0,83984.0,0.9502070000000001
22.5,870000.0,375000.0,69.0,94.0,128174.0,83984.0,0.8635
22.6,435000.0,810000.0,90.0,75.0,128574.0,85432.0,0.9168220000000001
