Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
6.4,390000.0,510000.0,345000.0,0.0,71.0,63.0,61.0,70.0,58521.0,52457.0,57989.0,55606.0,0.729458
6.5,390000.0,0.0,285000.0,570000.0,54.0,83.0,58.0,72.0,58521.0,52457.0,57989.0,58502.0,0.694176
6.6,210000.0,540000.0,495000.0,0.0,72.0,79.0,47.0,72.0,59969.0,55353.0,55795.0,58502.0,0.66728
6.7,600000.0,30000.0,45000.0,585000.0,54.0,83.0,63.0,72.0,59375.0,55353.0,55795.0,57823.0,0.562859
6.8,0.0,525000.0,495000.0,225000.0,73.0,84.0,59.0,57.0,59375.0,53389.0,55795.0,57823.0,0.678318
6.9,615000.0,150000.0,135000.0,345000.0,69.0,74.0,59.0,73.0,60823.0,53389.0,55795.0,57823.0,0.7203050000000001
7.0,0.0,375000.0,435000.0,435000.0,73.0,85.0,65.0,53.0,60823.0,53389.0,55212.0,57823.0,0.7465319999999999
7.1,600000.0,195000.0,330000.0,135000.0,74.0,82.0,47.0,74.0,60451.0,53389.0,56109.333333333336,57300.0,0.7557839999999999
7.2,90000.0,345000.0,225000.0,585000.0,68.0,87.0,64.0,59.0,60451.0,56285.0,53376.0,58748.0,0.74524
7.3,485000.0,445000.0,315000.0,0.0,76.66666666666667,67.33333333333333,63.666666666666664,75.0,60451.0,56285.0,55306.666666666664,58748.0,0.7276096666666666
7.4,285000.0,125000.0,240000.0,595000.0,57.666666666666664,88.0,64.66666666666667,74.33333333333333,60451.0,57733.0,55789.333333333336,59609.333333333336,0.762074
7.5,290000.0,585000.0,370000.0,0.0,79.33333333333333,74.0,60.0,76.0,58794.0,59181.0,54692.666666666664,59609.333333333336,0.6878933333333334
7.6,475000.0,0.0,190000.0,595000.0,62.666666666666664,88.0,64.0,76.33333333333333,58794.0,59181.0,54147.666666666664,58436.0,0.644277
7.7,100000.0,570000.0,490000.0,85000.0,81.0,89.0,52.0,70.66666666666667,58502.666666666664,57559.0,54147.666666666664,58436.0,0.6654723333333333
