Time,Bbr_1_Bps,Bbr_2_Bps,Bbr_1_PktLoss,Bbr_2_PktLoss,Bbr_1_Cwnd,Bbr_2_Cwnd,JainsFairnessIndex
0.4,571080,526080,20,19,53576,53576,0.998321
0.5,645000,600000,63,55,105704,97016,0.998695
0.6,615000,630000,65,55,108600,97016,0.999855
0.7,690000,570000,64,55,108600,97016,0.991011
0.8,690000,555000,60,59,108600,97016,0.988379
0.9,630000,615000,62,57,108600,97016,0.999855
1,690000,555000,53,54,108816,99873,0.988379
1.1,600000,660000,30,25,108816,99873,0.997738
1.2,675000,570000,20,18,77535,71346,0.992937
1.3,660000,585000,24,22,77535,71346,0.996384
1.4,645000,600000,29,26,80431,71346,0.998695
1.5,660000,585000,33,31,77535,71346,0.996384
1.6,660000,600000,37,35,77535,71346,0.997738
1.7,645000,600000,41,36,77535,68449,0.998695
1.8,660000,585000,38,37,74407,68449,0.996384
1.9,645000,600000,36,33,74407,68449,0.998695
2,660000,600000,37,33,74407,68449,0.997738
2.1,660000,585000,39,36,74407,68449,0.996384
2.2,645000,600000,39,36,74407,68449,0.998695
2.3,645000,600000,37,34,74407,68449,0.998695
2.4,645000,600000,38,33,74407,68449,0.998695
2.5,675000,585000,38,35,72514,66871,0.994924
2.6,645000,600000,38,35,72514,66871,0.998695
2.7,645000,600000,37,34,72514,66871,0.998695
2.8,645000,600000,35,31,72514,66871,0.998695
2.9,675000,585000,35,33,72514,66871,0.994924
3,645000,600000,37,34,72970,67492,0.998695
3.1,645000,600000,37,37,72970,70388,0.998695
3.2,630000,615000,37,30,73902,67492,0.999855
3.3,675000,570000,37,33,73902,67492,0.992937
3.4,675000,585000,38,35,73902,67492,0.994924
3.5,645000,600000,41,37,76798,70388,0.998695
3.6,645000,600000,36,31,73902,67492,0.998695
3.7,675000,570000,37,34,73902,67492,0.992937
3.8,660000,600000,38,35,73902,67492,0.997738
3.9,660000,585000,41,37,76798,70388,0.996384
4,645000,600000,35,31,73902,67492,0.998695
4.1,660000,585000,37,33,73902,67492,0.996384
4.2,660000,585000,38,35,73902,67492,0.996384
4.3,660000,600000,41,36,76798,70388,0.997738
4.4,660000,585000,34,32,73452,67492,0.996384
4.5,645000,600000,36,32,73452,66871,0.998695
4.6,660000,585000,38,34,73452,66871,0.996384
4.7,660000,600000,39,35,76348,66871,0.997738
4.8,660000,585000,33,32,73452,66871,0.996384
4.9,645000,600000,35,32,73452,66871,0.998695
5,660000,585000,37,34,73452,66871,0.996384
5.1,645000,600000,38,35,76348,66871,0.998695
5.2,675000,585000,33,33,73452,66871,0.994924
5.3,645000,600000,35,32,73452,66871,0.998695
5.4,645000,600000,37,33,73452,66871,0.998695
5.5,660000,585000,38,35,73452,66871,0.996384
5.6,660000,600000,35,33,73452,66871,0.997738
5.7,645000,600000,35,30,73452,66871,0.998695
5.8,660000,585000,37,32,73452,66871,0.996384
5.9,660000,585000,38,34,73452,66871,0.996384
6,660000,585000,36,35,73452,66871,0.996384
6.1,645000,615000,35,30,73902,66871,0.999433
6.2,675000,570000,36,33,73902,66871,0.992937
6.3,645000,600000,39,34,73902,66871,0.998695
6.4,660000,585000,38,37,73902,69767,0.996384
6.5,660000,600000,36,31,73902,66871,0.997738
6.6,660000,585000,37,33,73902,66871,0.996384
6.7,660000,585000,39,34,73902,66871,0.996384
6.8,660000,585000,40,38,73902,69767,0.996384
6.9,645000,600000,36,31,73902,66871,0.998695
7,675000,585000,37,33,73902,66871,0.994924
7.1,660000,585000,38,35,73902,66871,0.996384
7.2,660000,585000,40,37,76575,69767,0.996384
7.3,645000,600000,34,31,73679,66871,0.998695
7.4,660000,600000,36,32,73679,66845,0.997738
7.5,660000,585000,37,34,73679,66845,0.996384
7.6,660000,585000,40,38,76575,69741,0.996384
7.7,645000,600000,34,31,73679,66845,0.998695
7.8,660000,585000,36,33,73679,67492,0.996384
7.9,660000,600000,37,34,73679,67492,0.997738
8,645000,600000,39,36,76575,70388,0.998695
8.1,660000,585000,34,31,73679,67492,0.996384
8.2,645000,600000,36,32,73679,67492,0.998695
8.3,660000,600000,37,33,73452,67492,0.997738
8.4,660000,585000,38,35,76348,70388,0.996384
8.5,645000,600000,34,31,73452,67492,0.998695
8.6,645000,600000,36,32,73452,67492,0.998695
8.7,660000,585000,37,34,73452,67492,0.996384
8.8,660000,600000,38,35,73452,67492,0.997738
8.9,645000,600000,35,32,73452,67492,0.998695
9,660000,585000,35,32,73452,67492,0.996384
9.1,645000,600000,38,33,73452,67492,0.998695
9.2,660000,600000,38,34,73452,67492,0.997738
9.3,660000,585000,35,33,73452,67492,0.996384
9.4,645000,600000,35,32,73452,67492,0.998695
9.5,660000,585000,37,34,73452,67492,0.996384
9.6,645000,600000,38,35,73452,67492,0.998695
9.7,660000,600000,36,33,73201,67492,0.997738
9.8,645000,600000,35,31,73201,67492,0.998695
9.9,660000,585000,36,33,73201,67492,0.996384
10,645000,600000,38,34,73201,67492,0.998695
10.1,660000,600000,37,34,73201,67492,0.997738
10.2,645000,600000,35,30,73201,66871,0.998695
10.3,675000,570000,15,14,5792,5792,0.992937
10.4,285000,255000,0,0,5792,5792,0.996923
10.5,120000,120000,0,0,5792,5792,1
10.6,90000,135000,12,10,77158,70449,0.961538
10.7,660000,585000,22,21,80054,75434,0.996384
10.8,630000,615000,20,18,78437,72538,0.999855
10.9,660000,600000,22,20,78437,72538,0.997738
11,645000,600000,25,22,78437,72538,0.998695
11.1,660000,585000,27,25,81333,72538,0.996384
11.2,645000,600000,31,29,78437,72538,0.998695
11.3,660000,600000,32,29,78437,72538,0.997738
11.4,645000,600000,35,31,78437,72538,0.998695
11.5,645000,600000,38,34,78437,72538,0.998695
11.6,660000,585000,42,41,78437,75434,0.996384
11.7,630000,615000,40,35,78437,72121,0.999855
11.8,675000,585000,41,38,78437,72121,0.994924
11.9,645000,600000,42,38,78437,72121,0.998695
12,645000,600000,45,39,81333,75017,0.998695
12.1,660000,585000,38,34,77494,71108,0.996384
12.2,660000,600000,39,35,77494,71108,0.997738
12.3,660000,585000,40,37,77494,71108,0.996384
12.4,645000,600000,41,38,77494,71108,0.998695
12.5,645000,600000,40,37,76914,71108,0.998695
12.6,645000,600000,37,34,76914,71108,0.998695
12.7,660000,600000,38,35,76914,71108,0.997738
12.8,645000,600000,40,36,76914,71108,0.998695
12.9,660000,585000,43,40,79810,73395,0.996384
13,645000,600000,36,33,76914,70499,0.998695
13.1,660000,600000,37,33,76914,70475,0.997738
13.2,660000,585000,38,35,76792,70475,0.996384
13.3,645000,600000,40,36,76792,70475,0.998695
13.4,660000,585000,38,35,77158,70475,0.996384
13.5,645000,600000,38,33,77158,70475,0.998695
13.6,675000,585000,38,35,77158,70475,0.994924
13.7,645000,600000,40,36,77158,70475,0.998695
13.8,660000,585000,43,40,80054,73371,0.996384
13.9,645000,600000,37,33,77158,70475,0.998695
14,660000,600000,38,33,77158,70475,0.997738
14.1,660000,585000,39,35,77158,70475,0.996384
