Time,Bbr_1_Bps,Bbr_2_Bps,Bbr_1_PktLoss,Bbr_2_PktLoss,Bbr_1_Cwnd,Bbr_2_Cwnd,JainsFairnessIndex
0.4,571080,526080,20,19,53576,53576,0.998321
0.5,645000,600000,63,55,105704,97016,0.998695
0.6,615000,630000,65,55,108600,97016,0.999855
0.7,690000,570000,64,55,108600,97016,0.991011
0.8,690000,555000,60,59,108600,97016,0.988379
0.9,630000,615000,62,57,108600,97016,0.999855
1,690000,555000,53,54,108816,99873,0.988379
1.1,600000,660000,30,25,108816,99873,0.997738
1.2,675000,570000,21,18,80431,74242,0.992937
1.3,660000,585000,24,23,77535,71346,0.996384
1.4,645000,600000,29,26,77535,71346,0.998695
1.5,645000,600000,34,30,77535,71346,0.998695
1.6,660000,600000,38,34,77535,71346,0.997738
1.7,660000,585000,38,36,77535,68449,0.996384
1.8,645000,600000,38,35,74581,68449,0.998695
1.9,645000,600000,41,35,74581,68449,0.998695
2,675000,585000,39,36,74581,68449,0.994924
2.1,660000,585000,36,36,74581,68449,0.996384
2.2,630000,615000,37,33,74581,68449,0.999855
2.3,660000,585000,39,36,74581,68449,0.996384
2.4,645000,600000,40,35,74581,66845,0.998695
2.5,660000,600000,37,37,73201,69741,0.997738
2.6,645000,600000,34,30,73201,66845,0.998695
2.7,660000,585000,35,32,73201,66871,0.996384
2.8,660000,585000,37,34,73201,66871,0.996384
2.9,660000,600000,40,37,76097,69767,0.997738
3,630000,615000,35,30,73902,66871,0.999855
3.1,660000,585000,37,32,73902,66871,0.996384
3.2,660000,585000,38,34,73902,66871,0.996384
3.3,660000,585000,41,38,76798,69767,0.996384
3.4,660000,600000,35,31,73902,66871,0.997738
3.5,660000,585000,36,33,73902,66871,0.996384
3.6,660000,585000,38,34,73902,66871,0.996384
3.7,645000,600000,42,37,76798,69767,0.998695
3.8,675000,585000,34,31,73902,66871,0.994924
3.9,645000,600000,37,33,73902,67492,0.998695
4,660000,585000,38,35,73902,67492,0.996384
4.1,660000,585000,40,37,76798,70388,0.996384
4.2,645000,600000,34,31,73452,67492,0.998695
4.3,660000,600000,36,33,73452,67492,0.997738
4.4,645000,600000,38,34,73452,67492,0.998695
4.5,660000,585000,38,36,73452,70388,0.996384
4.6,645000,600000,34,31,73452,67492,0.998695
4.7,660000,600000,35,32,73452,67492,0.997738
4.8,660000,585000,36,34,73452,67492,0.996384
4.9,645000,600000,38,35,73452,67492,0.998695
5,645000,600000,35,32,73452,67492,0.998695
5.1,660000,585000,35,32,73452,67492,0.996384
5.2,660000,600000,37,33,73452,67492,0.997738
5.3,645000,600000,38,35,72970,67492,0.998695
5.4,660000,585000,35,33,72970,67492,0.996384
5.5,645000,600000,35,32,73201,67492,0.998695
5.6,660000,600000,36,33,73201,67492,0.997738
5.7,645000,600000,38,34,73201,67492,0.998695
5.8,660000,585000,36,35,73201,67492,0.996384
5.9,630000,615000,36,30,73201,66871,0.999855
6,675000,570000,36,33,73201,66871,0.992937
6.1,660000,600000,37,34,73201,66871,0.997738
6.2,645000,600000,38,36,73452,66871,0.998695
6.3,645000,600000,36,31,73452,66871,0.998695
6.4,660000,585000,37,32,73452,66871,0.996384
6.5,675000,585000,37,34,73452,66871,0.994924
6.6,645000,600000,39,37,73452,69767,0.998695
6.7,645000,600000,35,30,73452,66871,0.998695
6.8,660000,585000,36,32,73452,66871,0.996384
6.9,660000,585000,38,34,73452,66871,0.996384
7,660000,600000,40,37,76348,69767,0.997738
7.1,645000,600000,35,31,73452,66871,0.998695
7.2,660000,585000,36,33,73452,66871,0.996384
7.3,645000,600000,38,33,73452,66871,0.998695
7.4,675000,585000,40,37,76348,69767,0.994924
7.5,645000,600000,34,30,73452,66871,0.998695
7.6,660000,585000,36,32,73452,66871,0.996384
7.7,660000,585000,37,34,73452,66871,0.996384
7.8,645000,600000,41,36,76348,69767,0.998695
7.9,660000,600000,34,31,73452,66871,0.997738
8,660000,585000,35,32,73452,66871,0.996384
8.1,645000,600000,37,33,73452,66871,0.998695
8.2,660000,585000,39,35,76348,69767,0.996384
8.3,660000,600000,33,31,73452,66871,0.997738
8.4,645000,600000,36,31,73452,66871,0.998695
8.5,660000,585000,37,33,73452,66871,0.996384
8.6,660000,585000,38,35,73452,66871,0.996384
8.7,645000,600000,34,31,73452,66871,0.998695
8.8,660000,600000,35,32,73452,66871,0.997738
8.9,660000,585000,36,34,73452,66871,0.996384
9,645000,600000,38,34,73452,66871,0.998695
9.1,660000,585000,35,32,73452,66871,0.996384
9.2,660000,600000,35,32,73452,67492,0.997738
9.3,645000,600000,37,33,73452,67492,0.998695
9.4,660000,585000,38,35,73452,67492,0.996384
9.5,645000,600000,36,32,73452,67492,0.998695
9.6,645000,600000,36,32,73452,68127,0.998695
9.7,660000,600000,37,34,73452,68127,0.997738
9.8,660000,585000,38,36,73452,68127,0.996384
9.9,630000,615000,37,35,73452,68127,0.999855
10,645000,600000,36,32,73452,68127,0.998695
10.1,660000,600000,37,34,73452,68127,0.997738
10.2,660000,585000,38,36,72732,68127,0.996384
10.3,630000,615000,19,17,5792,5792,0.999855
10.4,345000,315000,0,0,5792,5792,0.997938
10.5,105000,75000,1,3,5792,5792,0.972973
10.6,75000,105000,12,9,76661,71108,0.972973
10.7,660000,570000,13,12,76661,71108,0.994675
10.8,645000,600000,16,15,82334,76781,0.998695
10.9,645000,600000,21,20,79438,73885,0.998695
11,645000,600000,23,21,79438,73885,0.998695
11.1,645000,600000,27,24,79438,73885,0.998695
11.2,660000,600000,29,27,79438,73885,0.997738
11.3,645000,600000,39,36,79438,73885,0.998695
11.4,645000,600000,36,33,79438,73885,0.998695
11.5,660000,585000,39,37,79438,73885,0.996384
11.6,645000,615000,42,39,79438,73885,0.999433
11.7,645000,600000,44,42,82334,76781,0.998695
11.8,645000,600000,38,36,77986,72061,0.998695
11.9,645000,600000,40,38,77986,72061,0.998695
12,645000,600000,41,38,77986,72061,0.998695
12.1,660000,600000,41,38,77986,72061,0.997738
12.2,645000,600000,40,37,77986,72061,0.998695
12.3,645000,600000,37,35,76217,72061,0.998695
12.4,645000,600000,39,36,76217,71173,0.998695
12.5,645000,615000,40,37,76217,71780,0.999433
12.6,645000,600000,42,40,79326,74676,0.998695
12.7,645000,600000,35,34,76430,71780,0.998695
12.8,645000,600000,37,35,76430,71780,0.998695
12.9,645000,600000,38,37,76430,71780,0.998695
13,645000,615000,40,37,76430,71780,0.999433
13.1,645000,600000,39,35,76430,71780,0.998695
13.2,660000,585000,35,36,76430,71780,0.996384
13.3,615000,630000,39,35,76430,71780,0.999855
13.4,660000,600000,39,37,76430,71780,0.997738
13.5,645000,600000,42,40,79326,74676,0.998695
13.6,645000,600000,35,35,76430,71780,0.998695
13.7,630000,615000,38,35,76430,71753,0.999855
13.8,645000,600000,39,37,75915,71753,0.998695
13.9,645000,615000,40,39,75915,74649,0.999433
14,630000,615000,39,32,75915,71753,0.999855
14.1,660000,585000,36,35,76217,71753,0.996384
