Time,Flow1_Bbr_Bps,Flow2_Bbr_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow1_Cwnd,Flow2_Cwnd,JainsFairnessIndex
11.2,255000,917640,5,66,32094,371224,0.757966
11.3,240000,1.0182e+06,5,57,32094,383088,0.723304
11.4,255000,928400,5,59,34990,383088,0.755398
11.5,300000,913400,6,65,39662,383088,0.796462
11.6,330000,912000,11,64,45723,383088,0.819951
11.7,420000,837200,15,68,49696,383088,0.900801
11.8,405000,837200,15,66,55206,383088,0.892016
11.9,450000,799280,16,70,55206,383088,0.927499
12,450000,794160,18,70,55206,383088,0.92892
12.1,465000,787640,20,72,58102,383088,0.937786
12.2,510000,731000,16,76,58429,383088,0.969262
12.3,435000,820800,22,72,60947,383088,0.913759
12.4,510000,729600,23,76,61779,383088,0.969571
12.5,510000,735760,25,74,61779,383088,0.968203
12.6,540000,713200,27,76,61779,383088,0.981257
12.7,510000,746000,28,72,65087,383088,0.965898
12.8,555000,681440,29,78,65087,383088,0.989651
12.9,540000,719360,31,74,65976,383088,0.980119
13,570000,665040,35,78,68872,383088,0.994113
13.1,600000,654800,28,80,67400,383088,0.998096
13.2,525000,729600,34,77,68792,383088,0.974094
13.3,615000,628160,33,80,68792,383088,0.999888
13.4,555000,686560,37,79,72426,383088,0.988896
13.5,615000,633280,32,82,69530,383088,0.999786
13.6,540000,713200,36,76,70258,383088,0.981257
13.7,615000,638400,36,81,70258,383088,0.999652
13.8,570000,669800,38,79,70258,383088,0.993562
13.9,615000,639800,36,80,70258,383088,0.99961
14,585000,654800,34,80,70258,383088,0.99684
14.1,585000,659920,36,82,70258,383088,0.996391
14.2,600000,654800,37,80,70258,383088,0.998096
14.3,585000,665040,39,80,73154,383088,0.995917
14.4,615000,628160,32,81,70258,383088,0.999888
14.5,540000,708080,37,78,70258,383088,0.982187
14.6,615000,628160,37,80,70258,383088,0.999888
14.7,585000,665040,37,80,73154,383088,0.995917
14.8,615000,643160,32,81,69197,383088,0.999499
14.9,540000,698200,37,75,69375,383088,0.983938
15,615000,643160,35,79,69375,383088,0.999499
15.1,570000,676680,37,78,69375,383088,0.992731
15.2,600000,644560,35,78,69375,383088,0.99872
15.3,570000,680040,34,77,69375,383088,0.99231
15.4,585000,661320,36,80,69375,383088,0.996264
15.5,585000,665040,37,79,69375,383088,0.995917
15.6,585000,654800,39,80,72271,383088,0.99684
15.7,615000,638400,31,82,69375,383088,0.999652
15.8,555000,697840,35,78,69375,383088,0.987168
15.9,600000,638400,35,82,69375,383088,0.999039
16,570000,686560,36,78,69375,383088,0.991469
16.1,600000,643160,33,81,68993,383088,0.998796
16.2,555000,693080,35,75,68993,383088,0.987908
16.3,600000,654800,35,80,68993,383088,0.998096
16.4,585000,659920,36,78,68993,383088,0.996391
16.5,585000,654800,39,80,71889,383088,0.99684
16.6,585000,665040,33,80,68993,383088,0.995917
16.7,570000,681440,35,80,68993,383088,0.992133
16.8,600000,654800,36,80,68993,383088,0.998096
16.9,585000,654800,37,80,71847,383088,0.99684
17,615000,638400,29,82,68951,383088,0.999652
17.1,525000,719360,35,74,68951,383088,0.976185
17.2,600000,648640,36,80,68951,383088,0.998485
17.3,585000,671200,36,77,68951,383088,0.995313
17.4,585000,659920,35,78,68951,383088,0.996391
17.5,570000,669800,34,76,68951,383088,0.993562
17.6,585000,665040,36,81,68951,383088,0.995917
17.7,600000,656200,36,78,68951,383088,0.998003
17.8,585000,665040,38,80,71847,383088,0.995917
17.9,615000,628160,30,80,68860,383088,0.999888
18,525000,713200,35,78,68860,383088,0.977419
18.1,615000,643160,35,81,68860,383088,0.999499
18.2,570000,676680,36,79,68860,383088,0.992731
18.3,585000,654800,34,79,68860,383088,0.99684
18.4,555000,702960,35,74,68860,383088,0.986355
18.5,600000,638400,36,80,68860,383088,0.999039
18.6,585000,669800,37,78,68860,383088,0.995454
18.7,600000,650040,37,80,68778,383088,0.9984
18.8,585000,654800,32,80,68778,383088,0.99684
18.9,555000,702960,36,79,68778,383088,0.986355
19,600000,643160,36,79,68778,383088,0.998796
19.1,585000,665040,38,79,71674,383088,0.995917
19.2,615000,628160,30,81,68778,383088,0.999888
19.3,540000,714600,35,76,68778,383088,0.981
19.4,600000,648280,35,81,68778,383088,0.998506
19.5,570000,671560,36,78,68778,383088,0.993353
19.6,600000,654800,33,78,68778,383088,0.998096
19.7,555000,681440,34,76,68959,383088,0.989651
19.8,585000,669800,36,79,68959,383088,0.995454
19.9,600000,644920,36,79,68959,383088,0.9987
