Time,Flow1_NewReno_Bps,Flow2_Cubic_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow1_Cwnd,Flow2_Cwnd,JainsFairnessIndex
54.3,510000,739480,60,175,52051,134857,0.96737
54.4,255000,988200,48,88,52131,91224,0.741935
54.5,270000,885000,66,132,52841,94120,0.779106
54.6,540000,705000,66,133,53543,97016,0.982739
54.7,540000,705000,67,136,54233,99912,0.982739
54.8,555000,690000,48,155,54575,101360,0.988379
54.9,240000,1.005e+06,50,156,54917,104256,0.725922
55,300000,960000,67,140,55590,107152,0.784698
55.1,555000,690000,68,141,56293,108600,0.988379
55.2,570000,675000,57,155,56772,110048,0.992937
55.3,240000,1.005e+06,53,160,56988,112944,0.725922
55.4,345000,915000,68,146,57672,114392,0.830118
55.5,570000,675000,69,146,58353,115840,0.992937
55.6,465000,780000,48,169,58528,117288,0.939836
55.7,120000,1.125e+06,70,149,59053,118736,0.605467
55.8,600000,645000,71,151,59753,120184,0.998695
55.9,585000,675000,50,171,60064,121632,0.994924
56,30000,1.215e+06,70,151,60438,123080,0.524676
56.1,600000,645000,71,153,61118,124528,0.998695
56.2,585000,660000,50,173,61424,124528,0.996384
56.3,30000,1.23e+06,72,154,61828,125976,0.524376
56.4,630000,615000,73,154,62521,127424,0.999855
56.5,510000,735000,51,175,62719,127424,0.968372
56.6,135000,1.11e+06,72,156,63214,128872,0.619849
56.7,630000,615000,73,157,63896,128872,0.999855
56.8,345000,915000,52,176,63928,128872,0.830118
56.9,300000,945000,74,156,64600,130320,0.788396
57,660000,585000,67,163,65176,130320,0.996384
57.1,120000,1.125e+06,67,164,65304,130320,0.605467
57.2,555000,705000,74,166,65993,131768,0.986026
57.3,600000,645000,54,208,66303,131768,0.998695
57.4,60000,1.18556e+06,75,186,66675,131768,0.55048
57.5,660000,593280,66,148,51404,91224,0.997174
57.6,525000,638200,49,131,32759,91224,0.990618
57.7,330000,914120,54,146,33575,95568,0.81938
57.8,345000,915000,53,147,34250,98464,0.830118
57.9,330000,915000,54,148,34913,101360,0.819144
58,345000,900000,55,149,35621,102808,0.834221
58.1,360000,885000,45,162,36027,105704,0.849026
58.2,330000,930000,34,174,36315,108600,0.815157
58.3,135000,1.11e+06,49,161,36996,110048,0.619849
58.4,270000,975000,56,155,37664,111496,0.757199
58.5,375000,870000,57,157,38375,114392,0.8635
58.6,390000,855000,57,159,39073,115840,0.87758
58.7,390000,870000,42,174,39338,117288,0.873267
58.8,135000,1.11e+06,49,169,39759,118736,0.619849
58.9,270000,975000,57,161,40433,120184,0.757199
59,390000,855000,58,163,41096,121632,0.87758
59.1,405000,855000,53,168,41647,121632,0.886878
59.2,225000,1.02e+06,44,179,41797,123080,0.710353
59.3,195000,1.05e+06,60,164,42486,124528,0.679523
59.4,435000,810000,59,165,43165,125976,0.916822
59.5,420000,825000,50,178,43597,125976,0.904306
59.6,90000,1.17e+06,54,173,43834,127424,0.576471
59.7,345000,900000,61,167,44539,127424,0.834221
59.8,450000,795000,62,167,45231,128872,0.928687
59.9,300000,945000,42,188,45231,128872,0.788396
60,165000,1.095e+06,61,168,45914,130320,0.647339
60.1,450000,795000,62,169,46589,130320,0.928687
60.2,465000,780000,43,189,46854,130320,0.939836
60.3,0,1.245e+06,63,168,47294,130320,0.5
60.4,480000,765000,64,180,47991,131768,0.950207
60.5,495000,756560,47,214,48335,131768,0.958152
60.6,0,1.24592e+06,63,192,48679,131768,0.5
60.7,480000,777760,64,192,49353,131768,0.946929
60.8,495000,746000,51,210,49773,131768,0.9607
60.9,0,1.24504e+06,65,192,50064,131768,0.5
61,510000,751120,66,192,50761,131768,0.964734
61.1,525000,712840,51,211,51171,131768,0.977491
61.2,0,1.25388e+06,65,194,51451,131768,0.5
61.3,510000,731000,66,146,52131,91224,0.969262
61.4,525000,625560,61,156,52724,91224,0.992419
61.5,420000,825000,45,166,52958,95568,0.904306
61.6,285000,975000,56,159,53543,98464,0.769298
61.7,375000,870000,68,149,54233,101360,0.8635
61.8,555000,690000,67,150,54917,102808,0.988379
61.9,540000,705000,60,160,55442,104256,0.982739
62,360000,885000,48,175,55664,107152,0.849026
62.1,195000,1.065e+06,69,156,56293,110048,0.677159
62.2,570000,675000,70,156,56988,111496,0.992937
62.3,585000,660000,59,169,57492,112944,0.996384
62.4,225000,1.02e+06,54,175,57672,115840,0.710353
62.5,345000,915000,70,161,58353,117288,0.830118
62.6,585000,660000,71,162,59053,118736,0.996384
62.7,405000,840000,50,183,59158,120184,0.891203
62.8,195000,1.05e+06,72,164,59753,121632,0.679523
62.9,615000,630000,71,165,60438,123080,0.999855
63,465000,795000,50,186,60608,123080,0.935809
63.1,135000,1.11e+06,72,165,61118,124528,0.619849
63.2,615000,630000,73,166,61828,125976,0.999855
63.3,435000,810000,52,188,61960,125976,0.916822
63.4,195000,1.065e+06,74,168,62521,127424,0.677159
63.5,645000,600000,73,168,63214,127424,0.998695
63.6,300000,945000,53,188,63214,128872,0.788396
63.7,330000,915000,74,169,63896,128872,0.819144
63.8,645000,600000,67,177,64472,128872,0.998695
63.9,120000,1.14e+06,67,178,64600,130320,0.60411
64,540000,705000,76,169,65304,130320,0.982739
64.1,615000,630000,55,191,65621,130320,0.999855
64.2,60000,1.185e+06,75,189,65993,131768,0.550503
64.3,660000,597560,76,192,66675,131768,0.997541
64.4,330000,911280,56,199,66706,91224,0.820145
64.5,375000,878160,64,114,51404,91224,0.861169
64.6,630000,539160,44,167,32886,94120,0.993999
64.7,270000,975000,49,165,33575,97016,0.757199
64.8,270000,990000,53,161,34250,99912,0.753846
64.9,315000,930000,55,163,34913,102808,0.803851
65,345000,900000,56,164,35621,104256,0.834221
65.1,360000,885000,57,165,36315,107152,0.849026
65.2,375000,870000,56,168,36996,108600,0.8635
65.3,360000,900000,50,173,37499,110048,0.844828
65.4,345000,900000,36,191,37719,112944,0.834221
65.5,75000,1.17e+06,55,174,38375,114392,0.56384
65.6,345000,900000,58,171,39073,115840,0.834221
65.7,390000,870000,59,172,39759,117288,0.873267
65.8,405000,840000,52,179,40279,118736,0.891203
65.9,255000,990000,41,192,40433,120184,0.74155
66,135000,1.11e+06,59,175,41096,121632,0.619849
66.1,405000,840000,60,178,41797,123080,0.891203
66.2,420000,840000,59,178,42437,123080,0.9
66.3,270000,975000,43,196,42486,124528,0.757199
66.4,165000,1.08e+06,60,179,43165,125976,0.649293
66.5,420000,825000,61,179,43834,127424,0.904306
66.6,435000,825000,50,190,44257,127424,0.912571
66.7,90000,1.155e+06,56,186,44539,128872,0.577452
66.8,360000,885000,63,181,45231,128872,0.849026
66.9,465000,780000,62,181,45914,128872,0.939836
67,255000,990000,45,200,45914,130320,0.74155
67.1,195000,1.065e+06,63,181,46589,130320,0.677159
67.2,465000,780000,64,181,47294,130320,0.939836
67.3,405000,840000,43,206,47426,131768,0.891203
67.4,75000,1.17e+06,65,202,47991,131768,0.56384
67.5,495000,761480,64,205,48679,131768,0.956956
67.6,450000,794160,44,233,48891,131768,0.92892
67.7,30000,1.21224e+06,65,207,49353,131768,0.524732
67.8,495000,762400,66,205,50064,131768,0.956732
67.9,495000,746000,45,233,50310,131768,0.9607
68,15000,1.23376e+06,67,207,50761,131768,0.512156
68.1,525000,719360,66,207,51451,131768,0.976185
68.2,480000,776360,46,223,51691,134857,0.94729
68.3,30000,1.2184e+06,67,115,52131,91224,0.524608
68.4,525000,621520,68,158,52841,94120,0.992963
68.5,540000,705000,68,159,53543,97016,0.982739
68.6,540000,705000,55,175,53967,98464,0.982739
68.7,345000,915000,48,184,54271,101360,0.830118
68.8,210000,1.035e+06,68,165,54917,104256,0.694876
68.9,540000,705000,69,166,55590,107152,0.982739
69,555000,690000,68,168,56256,107152,0.988379
69.1,435000,810000,49,190,56441,110048,0.916822
69.2,135000,1.125e+06,71,171,56988,112944,0.618297
69.3,585000,660000,70,172,57672,114392,0.996384
69.4,570000,675000,61,184,58176,115840,0.992937
69.5,195000,1.05e+06,58,187,58353,117288,0.679523
69.6,390000,870000,72,174,59053,118736,0.873267
69.7,600000,645000,71,176,59718,120184,0.998695
69.8,315000,930000,52,197,59753,121632,0.803851
69.9,300000,945000,72,177,60438,123080,0.788396
70,600000,645000,73,179,61118,124528,0.998695
70.1,330000,930000,53,199,61152,124528,0.815157
70.2,285000,960000,74,180,61828,125976,0.772829
70.3,630000,615000,73,181,62488,125976,0.999855
70.4,240000,1.005e+06,59,197,62521,127424,0.725922
70.5,405000,855000,74,181,63214,128872,0.886878
70.6,630000,615000,65,192,63736,128872,0.999855
70.7,75000,1.17e+06,70,186,63896,128872,0.56384
70.8,570000,675000,76,182,64600,130320,0.992937
70.9,600000,645000,56,203,64920,130320,0.998695
71,60000,1.2e+06,77,183,65304,130320,0.549875
71.1,675000,570000,76,186,65993,131768,0.992937
71.2,330000,915000,56,234,66024,131768,0.819144
71.3,330000,925640,77,208,66675,131768,0.816308
71.4,660000,579600,63,197,58644,91224,0.995811
71.5,525000,719040,35,176,32246,91224,0.976249
71.6,330000,851880,56,170,33575,94120,0.836833
71.7,345000,900000,51,176,34128,97016,0.834221
71.8,330000,915000,45,183,34613,99912,0.819144
71.9,345000,915000,39,192,35091,102808,0.830118
72,255000,990000,40,194,35621,105704,0.74155
72.1,165000,1.08e+06,54,183,36315,107152,0.649293
72.2,315000,930000,57,181,36996,110048,0.803851
72.3,360000,885000,58,183,37664,111496,0.849026
72.4,375000,885000,59,183,38375,112944,0.85923
72.5,390000,855000,49,192,38807,112944,0.87758
72.6,255000,990000,42,202,39073,115840,0.74155
72.7,135000,1.11e+06,60,185,39759,117288,0.619849
72.8,405000,855000,59,187,40433,118736,0.886878
72.9,390000,855000,60,187,41096,120184,0.87758
73,405000,840000,41,208,41297,121632,0.891203
73.1,15000,1.23e+06,60,191,41797,123080,0.512193
73.2,405000,840000,62,191,42486,123080,0.891203
73.3,435000,825000,61,191,43165,124528,0.912571
73.4,360000,885000,41,213,43261,125976,0.849026
73.5,60000,1.185e+06,62,193,43834,127424,0.550503
73.6,435000,810000,63,193,44539,127424,0.916822
73.7,450000,810000,56,202,45047,128872,0.924528
73.8,105000,1.14e+06,57,200,45231,128872,0.59133
73.9,360000,885000,63,194,45914,130320,0.849026
74,450000,795000,64,195,46589,130320,0.928687
74.1,270000,975000,46,214,46589,130320,0.757199
74.2,195000,1.065e+06,65,195,47294,130320,0.677159
74.3,480000,765000,66,199,47991,131768,0.950207
74.4,375000,873080,45,246,48077,131768,0.862617
74.5,120000,1.12668e+06,65,219,48679,131768,0.605313
74.6,480000,761880,66,220,49353,131768,0.951005
74.7,405000,847440,45,246,49479,131768,0.889051
74.8,90000,1.16372e+06,67,219,50064,131768,0.576878
74.9,510000,731000,68,220,50761,131768,0.969262
75,435000,814280,47,240,50925,132079,0.915606
75.1,90000,1.16408e+06,67,138,51451,91224,0.576855
75.2,510000,624120,68,172,52131,94120,0.989976
75.3,525000,720000,67,173,52802,95568,0.976056
75.4,540000,705000,49,194,53153,98464,0.982739
75.5,255000,990000,52,194,53543,101360,0.74155
75.6,285000,975000,70,179,54233,104256,0.769298
75.7,555000,690000,69,181,54917,107152,0.988379
75.8,540000,705000,66,186,55516,107152,0.982739
75.9,375000,870000,49,204,55664,110048,0.8635
76,180000,1.065e+06,71,185,56293,112944,0.66432
76.1,570000,690000,72,186,56988,114392,0.991011
76.2,585000,660000,57,201,57420,115840,0.996384
76.3,150000,1.095e+06,61,197,57672,117288,0.634463
76.4,420000,825000,72,188,58353,117288,0.904306
76.5,585000,675000,71,190,59018,118736,0.994924
76.6,315000,930000,52,211,59053,120184,0.803851
76.7,285000,960000,74,190,59753,121632,0.772829
76.8,615000,630000,73,191,60438,123080,0.999855
76.9,345000,900000,54,214,60506,124528,0.834221
77,255000,1.005e+06,74,193,61118,124528,0.738384
77.1,615000,630000,75,194,61828,125976,0.999855
77.2,285000,960000,56,213,61828,127424,0.772829
77.3,345000,900000,76,195,62521,127424,0.834221
77.4,645000,615000,69,203,63115,128872,0.999433
77.5,120000,1.125e+06,67,204,63214,128872,0.605467
77.6,510000,735000,76,196,63896,130320,0.968372
77.7,645000,600000,57,216,64280,130320,0.998695
77.8,0,1.245e+06,77,197,64600,130320,0.5
77.9,660000,600000,78,198,65304,131768,0.997738
78,420000,825000,56,244,65400,131768,0.904306
78.1,255000,987760,77,223,65993,131768,0.742029
78.2,660000,589280,74,210,66613,107001,0.996806
78.3,525000,730560,57,217,66892,91224,0.973896
78.4,300000,946680,69,170,67388,91224,0.787977
78.5,810000,437280,62,200,68086,94120,0.918023
78.6,435000,810000,79,186,68776,97016,0.916822
78.7,690000,555000,79,187,69466,99912,0.988379
78.8,645000,600000,61,210,69826,101360,0.998695
78.9,210000,1.05e+06,69,201,70148,102808,0.692308
79,540000,705000,81,192,70844,105704,0.982739
79.1,720000,525000,72,202,71395,107152,0.976056
79.2,315000,930000,61,216,71540,110048,0.803851
79.3,420000,840000,81,195,72236,111496,0.9
79.4,720000,525000,76,202,72827,111496,0.976056
79.5,315000,930000,61,218,72911,114392,0.803851
79.6,420000,825000,83,198,73611,115840,0.904306
79.7,750000,495000,74,210,74171,117288,0.959738
79.8,210000,1.05e+06,70,216,74311,120184,0.692308
79.9,555000,690000,83,202,75007,120184,0.988379
80,705000,540000,63,223,75358,121632,0.982739
80.1,45000,1.2e+06,84,204,75682,123080,0.537447
80.2,765000,495000,85,203,76384,123080,0.956098
80.3,420000,825000,63,225,76465,124528,0.904306
80.4,360000,885000,86,205,77086,125976,0.849026
80.5,795000,450000,69,223,77572,125976,0.928687
80.6,0,1.245e+06,85,207,77784,127424,0.5
80.7,780000,480000,86,207,78460,127424,0.946352
80.8,420000,825000,66,229,78564,128872,0.904306
80.9,375000,870000,87,208,79162,130320,0.8635
81,780000,465000,67,229,79578,130320,0.939836
81.1,30000,1.23e+06,88,209,79864,130320,0.524376
81.2,825000,420000,87,209,80566,130320,0.904306
81.3,210000,1.035e+06,73,250,80566,131768,0.694876
81.4,600000,641240,88,240,81244,131768,0.998897
81.5,570000,678120,69,217,79640,91224,0.992552
81.6,801280,437880,42,254,39520,92672,0.920808
81.7,255000,993520,44,225,39989,97016,0.7408
81.8,240000,1.005e+06,56,215,40710,98464,0.725922
81.9,330000,915000,62,211,41418,99912,0.819144
82,420000,840000,63,211,42115,102808,0.9
82.1,435000,810000,62,213,42801,105704,0.916822
82.2,420000,825000,58,219,43377,107152,0.904306
82.3,390000,855000,43,237,43617,108600,0.87758
82.4,135000,1.125e+06,58,224,44183,111496,0.618297
82.5,360000,885000,64,218,44883,112944,0.849026
82.6,450000,795000,65,220,45573,114392,0.928687
82.7,465000,780000,54,231,46024,115840,0.939836
82.8,210000,1.035e+06,50,237,46249,117288,0.694876
82.9,240000,1.02e+06,65,222,46917,118736,0.722951
83,465000,780000,66,223,47621,120184,0.939836
83.1,480000,765000,53,237,48009,121632,0.950207
83.2,120000,1.125e+06,59,233,48310,123080,0.605467
83.3,375000,885000,66,226,48993,123080,0.85923
83.4,480000,765000,67,226,49665,124528,0.950207
83.5,345000,900000,46,249,49707,125976,0.834221
83.6,150000,1.095e+06,68,228,50369,125976,0.634463
83.7,510000,735000,69,230,51066,127424,0.968372
83.8,480000,780000,47,251,51268,128872,0.946352
83.9,45000,1.2e+06,68,229,51748,128872,0.537447
84,510000,735000,69,231,52428,130320,0.968372
84.1,525000,720000,48,251,52701,130320,0.976056
84.2,0,1.26e+06,70,231,53130,130320,0.5
84.3,540000,705000,71,233,53831,131768,0.982739
84.4,525000,720000,50,277,54097,131768,0.976056
84.5,30000,1.21544e+06,70,254,54515,131768,0.524667
84.6,540000,708080,71,254,55199,131768,0.982187
84.7,465000,784840,50,272,55384,133069,0.938538
84.8,90000,1.16268e+06,72,171,55902,91224,0.576946
84.9,570000,631840,73,208,56605,94120,0.997359
85,585000,660000,72,211,57291,95568,0.996384
85.1,555000,690000,51,233,57579,98464,0.988379
85.2,225000,1.02e+06,59,227,57975,101360,0.710353
85.3,375000,885000,74,216,58683,104256,0.85923
85.4,600000,645000,75,216,59383,105704,0.998695
85.5,615000,630000,56,237,59768,107152,0.999855
85.6,165000,1.08e+06,63,230,60078,108600,0.649293
85.7,435000,810000,74,222,60758,111496,0.916822
85.8,600000,660000,75,220,61438,111496,0.997738
85.9,420000,825000,55,243,61574,114392,0.904306
86,195000,1.05e+06,76,224,62138,115840,0.679523
86.1,630000,615000,77,224,62831,117288,0.999855
86.2,555000,705000,56,246,63095,118736,0.986026
86.3,90000,1.155e+06,76,226,63524,120184,0.577452
86.4,630000,615000,77,228,64197,121632,0.999855
86.5,540000,705000,57,250,64453,123080,0.982739
86.6,105000,1.14e+06,78,230,64901,123080,0.59133
86.7,660000,600000,79,229,65603,124528,0.997738
86.8,435000,810000,58,252,65727,125976,0.916822
86.9,240000,1.005e+06,78,231,66285,125976,0.725922
87,660000,585000,77,233,66936,127424,0.996384
87.1,240000,1.02e+06,63,248,66967,128872,0.722951
87.2,435000,810000,80,232,67679,128872,0.916822
87.3,690000,555000,61,252,68069,130320,0.988379
87.4,0,1.245e+06,81,233,68369,130320,0.5
87.5,705000,540000,80,235,69059,130320,0.982739
87.6,390000,870000,60,256,69149,131768,0.873267
87.7,300000,945000,81,249,69749,131768,0.788396
87.8,705000,544760,70,273,70276,131768,0.983826
87.9,45000,1.1976e+06,79,247,70450,108390,0.537522
88,660000,595360,71,201,52852,91224,0.997356
88.1,540000,645200,58,228,34350,94120,0.992183
88.2,345000,908200,58,225,35010,97016,0.831968
88.3,345000,900000,59,227,35715,99912,0.834221
88.4,360000,885000,54,233,36236,101360,0.849026
88.5,375000,885000,43,245,36635,102808,0.85923
88.6,255000,990000,42,247,37086,105704,0.74155
88.7,165000,1.08e+06,56,236,37753,107152,0.649293
88.8,315000,930000,61,233,38462,108600,0.803851
88.9,390000,855000,62,236,39158,111496,0.87758
89,405000,855000,61,236,39842,112944,0.886878
89.1,390000,855000,47,252,40154,114392,0.87758
89.2,150000,1.095e+06,51,248,40515,115840,0.634463
89.3,240000,1.005e+06,62,238,41177,117288,0.725922
89.4,405000,855000,63,240,41877,118736,0.886878
89.5,420000,825000,60,244,42467,120184,0.904306
89.6,270000,975000,46,260,42565,121632,0.757199
89.7,165000,1.08e+06,63,243,43242,123080,0.649293
89.8,420000,825000,64,244,43910,123080,0.904306
89.9,435000,825000,57,250,44427,124528,0.912571
90,180000,1.065e+06,53,256,44615,125976,0.66432
90.1,270000,975000,66,246,45305,127424,0.757199
90.2,465000,780000,65,246,45986,127424,0.939836
90.3,405000,855000,44,268,46121,128872,0.886878
90.4,45000,1.2e+06,66,246,46660,128872,0.537447
90.5,465000,780000,67,247,47364,130320,0.939836
90.6,480000,765000,51,262,47715,130320,0.950207
90.7,0,1.245e+06,68,249,48059,130320,0.5
90.8,495000,765000,67,249,48747,131768,0.956098
90.9,480000,765000,60,277,49252,131768,0.950207
91,60000,1.18288e+06,64,277,49420,131768,0.550593
91.1,435000,814280,69,272,50129,131768,0.915606
91.2,510000,741240,59,283,50621,131768,0.966974
91.3,60000,1.18932e+06,66,278,50826,131768,0.550321
91.4,465000,777760,69,225,51514,91224,0.940437
91.5,510000,642840,65,234,52114,91224,0.986896
91.6,450000,795000,50,246,52394,95568,0.928687
91.7,270000,975000,58,241,52902,98464,0.757199
91.8,345000,900000,72,231,53604,101360,0.834221
91.9,555000,705000,71,231,54293,102808,0.986026
92,540000,705000,67,237,54901,104256,0.982739
92.1,405000,840000,51,255,55091,107152,0.891203
92.2,135000,1.11e+06,72,235,55649,110048,0.619849
92.3,555000,690000,73,237,56352,110048,0.988379
92.4,570000,690000,68,242,56937,111496,0.991011
92.5,330000,915000,52,259,57045,114392,0.819144
92.6,255000,990000,73,240,57729,115840,0.74155
92.7,570000,675000,74,242,58409,117288,0.992937
92.8,570000,690000,54,263,58724,118736,0.991011
92.9,15000,1.23e+06,75,242,59109,120184,0.512193
93,600000,645000,76,244,59809,121632,0.998695
93.1,615000,630000,57,263,60186,123080,0.999855
93.2,15000,1.23e+06,74,248,60492,124528,0.512193
93.3,585000,675000,76,245,61172,124528,0.994924
93.4,615000,630000,57,266,61546,125976,0.999855
93.5,0,1.245e+06,77,248,61880,127424,0.5
93.6,630000,615000,78,249,62573,127424,0.999855
93.7,540000,720000,56,270,62804,128872,0.98
93.8,105000,1.14e+06,77,248,63266,128872,0.59133
93.9,630000,615000,78,250,63947,130320,0.999855
94,345000,900000,57,270,63979,130320,0.834221
94.1,300000,945000,79,251,64651,130320,0.788396
94.2,660000,600000,72,257,65227,130320,0.997738
94.3,105000,1.14e+06,73,278,65355,131768,0.59133
94.4,570000,669360,79,276,66043,131768,0.993614
94.5,570000,679080,59,287,66322,104403,0.992431
94.6,225000,1.022e+06,71,193,66725,91224,0.709979
94.7,540000,719040,81,236,67438,94120,0.980179
94.8,690000,555000,82,238,68135,95568,0.988379
94.9,570000,675000,60,261,68375,98464,0.992937
95,225000,1.02e+06,75,249,68825,101360,0.710353
95.1,600000,660000,82,242,69515,102808,0.997738
95.2,705000,540000,71,255,70050,104256,0.982739
95.3,315000,930000,62,267,70224,107152,0.803851
95.4,405000,840000,83,246,70920,108600,0.891203
95.5,720000,540000,80,251,71558,110048,0.98
95.6,375000,870000,63,271,71674,112944,0.8635
95.7,360000,885000,83,251,72312,114392,0.849026
95.8,720000,525000,80,257,72928,115840,0.976056
95.9,285000,960000,65,272,72984,117288,0.772829
96,450000,810000,85,253,73684,118736,0.924528
96.1,750000,495000,70,269,74160,120184,0.959738
96.2,105000,1.14e+06,79,262,74384,121632,0.59133
96.3,660000,585000,85,256,75077,123080,0.996384
96.4,600000,660000,66,279,75347,124528,0.997738
96.5,150000,1.095e+06,86,258,75752,124528,0.634463
96.6,765000,480000,85,261,76427,125976,0.950207
96.7,225000,1.02e+06,72,274,76454,127424,0.710353
96.8,555000,690000,88,260,77156,127424,0.988379
96.9,645000,615000,67,282,77453,128872,0.999433
97,150000,1.095e+06,87,261,77851,128872,0.634463
97.1,780000,465000,82,267,78449,130320,0.939836
97.2,135000,1.11e+06,79,271,78527,130320,0.619849
97.3,660000,600000,89,261,79229,130320,0.997738
97.4,495000,750000,68,284,79385,131768,0.959738
97.5,315000,930000,90,275,79931,131768,0.803851
97.6,825000,424360,69,313,80373,131768,0.906755
97.7,0,1.24392e+06,89,261,80633,91224,0.5
97.8,825000,428200,89,217,81309,91224,0.908881
97.9,810000,430520,91,277,82009,94120,0.91443
98,675000,578000,70,282,82309,95568,0.994043
98.1,255000,990000,86,268,82709,98464,0.74155
98.2,765000,480000,91,265,83409,99912,0.950207
98.3,705000,555000,70,285,83734,101360,0.986026
98.4,210000,1.035e+06,87,272,84100,104256,0.694876
98.5,780000,465000,93,268,84796,105704,0.939836
98.6,615000,630000,72,290,85036,108600,0.999855
98.7,255000,1.005e+06,94,270,85492,110048,0.738384
98.8,885000,360000,89,275,86140,111496,0.849026
98.9,360000,885000,73,294,86236,114392,0.849026
99,510000,735000,94,273,86884,114392,0.968372
99.1,810000,435000,74,296,87292,117288,0.916822
99.2,75000,1.185e+06,95,276,87594,118736,0.563039
99.3,900000,345000,95,278,88284,120184,0.834221
99.4,360000,885000,73,300,88307,121632,0.849026
99.5,540000,705000,96,280,88974,123080,0.982739
99.6,705000,555000,75,302,89273,124528,0.986026
99.7,210000,1.035e+06,95,281,89664,124528,0.694876
99.8,900000,345000,82,297,90193,125976,0.834221
99.9,30000,1.215e+06,94,284,90354,125976,0.524676
100,885000,360000,97,283,91067,127424,0.849026
100.1,315000,945000,76,305,91067,128872,0.8
100.2,615000,630000,98,283,91754,128872,0.999855
100.3,540000,705000,76,305,91908,130320,0.982739
100.4,405000,840000,97,285,92436,130320,0.891203
100.5,780000,480000,78,304,92788,127821,0.946352
100.6,150000,1.095e+06,98,231,93118,89776,0.634463
100.7,945000,306360,85,273,93668,91224,0.793359
100.8,405000,840000,78,281,93888,94120,0.891203
100.9,555000,690000,100,262,94526,95568,0.988379
101,975000,270000,79,282,95010,95568,0.757199
101.1,270000,975000,81,283,95230,98464,0.757199
101.2,690000,570000,100,263,95906,98464,0.991011
101.3,795000,450000,79,286,96242,99912,0.928687
101.4,210000,1.035e+06,99,268,96599,101360,0.694876
101.5,960000,285000,100,267,97271,101360,0.772829
101.6,510000,750000,80,288,97418,102808,0.964989
101.7,495000,750000,101,267,97985,104256,0.959738
101.8,930000,315000,81,288,98426,104256,0.803851
101.9,180000,1.065e+06,94,276,98678,105704,0.66432
102,885000,360000,103,270,99392,105704,0.849026
102.1,525000,735000,82,290,99539,107152,0.972973
102.2,495000,750000,104,271,100094,108600,0.959738
102.3,900000,345000,82,292,100474,108600,0.834221
102.4,135000,1.11e+06,103,272,100774,108600,0.619849
102.5,1.02e+06,240000,98,276,101394,108600,0.722951
102.6,360000,885000,84,292,101494,110048,0.849026
102.7,675000,570000,105,272,102154,110048,0.992937
102.8,690000,555000,83,293,102394,110048,0.988379
102.9,360000,885000,106,272,102854,110048,0.849026
103,1.005e+06,255000,85,293,103314,110048,0.738384
103.1,105000,1.14e+06,102,275,103554,110048,0.59133
103.2,1.005e+06,240000,101,277,104214,110048,0.725922
103.3,345000,900000,87,293,104294,110048,0.834221
103.4,705000,555000,106,272,104949,110048,0.986026
103.5,660000,585000,86,293,105177,110048,0.996384
103.6,405000,840000,107,271,105633,110048,0.891203
103.7,945000,300000,87,293,106032,110048,0.788396
103.8,135000,1.11e+06,108,273,106317,110048,0.619849
103.9,1.095e+06,165000,95,284,106887,110048,0.647339
104,240000,1.005e+06,91,287,107001,110048,0.725922
104.1,840000,405000,108,272,107685,110048,0.891203
104.2,510000,735000,88,293,107818,110048,0.968372
104.3,585000,675000,109,272,108388,110048,0.994924
104.4,780000,465000,88,293,108673,110048,0.939836
104.5,330000,915000,110,272,109091,110048,0.819144
104.6,1.02e+06,225000,88,293,109528,110048,0.710353
104.7,105000,1.14e+06,109,273,109794,110048,0.59133
104.8,1.11e+06,150000,100,283,110400,110048,0.632712
104.9,255000,990000,93,289,110490,110048,0.74155
105,870000,375000,111,272,111174,110048,0.8635
105.1,480000,765000,91,293,111282,110048,0.950207
105.2,660000,600000,112,271,111858,110048,0.997738
105.3,705000,540000,91,294,112092,111496,0.982739
105.4,435000,810000,87,272,73040,111496,0.916822
105.5,756920,495000,62,258,54338,76744,0.958065
105.6,555000,695320,58,266,54984,79640,0.987562
105.7,525000,720000,52,274,55508,82536,0.976056
105.8,405000,840000,53,275,56026,83984,0.891203
105.9,390000,855000,62,270,56655,86880,0.87758
106,390000,870000,74,257,57340,88328,0.873267
106.1,570000,675000,75,260,58024,91224,0.992937
106.2,585000,660000,76,261,58731,92672,0.996384
106.3,600000,645000,60,277,59151,94120,0.998695
106.4,360000,885000,57,283,59501,95568,0.849026
106.5,285000,975000,74,265,60125,97016,0.769298
106.6,570000,675000,76,266,60805,99912,0.992937
106.7,600000,645000,77,267,61485,99912,0.998695
106.8,510000,735000,57,287,61722,101360,0.968372
106.9,225000,1.035e+06,70,275,62184,102808,0.707581
107,510000,735000,79,269,62877,104256,0.968372
107.1,645000,600000,76,271,63537,104256,0.998695
107.2,450000,795000,59,291,63729,105704,0.928687
107.3,180000,1.065e+06,79,271,64241,107152,0.66432
107.4,645000,615000,80,270,64945,107152,0.999433
107.5,660000,585000,65,288,65393,108600,0.996384
107.6,195000,1.05e+06,68,284,65646,108600,0.679523
107.7,480000,765000,80,273,66328,108600,0.950207
107.8,660000,600000,77,276,66948,110048,0.997738
107.9,375000,870000,60,294,67072,110048,0.8635
108,300000,945000,82,273,67721,110048,0.788396
108.1,690000,555000,83,273,68411,111496,0.988379
108.2,465000,780000,62,295,68561,111496,0.939836
108.3,240000,1.02e+06,82,273,69101,111496,0.722951
