Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
46.2,810000,435000,167,88,127424,104256,0.916822
46.3,825000,420000,167,89,128872,105704,0.904306
46.4,825000,420000,168,91,128872,105704,0.904306
46.5,795000,465000,170,88,130320,105704,0.935809
46.6,825000,420000,169,90,130320,105704,0.904306
46.7,825000,420000,176,88,131768,105704,0.904306
46.8,814680,435000,195,89,131768,105704,0.915493
46.9,810240,435000,197,88,131768,105704,0.916754
47,828760,420000,139,90,91224,105704,0.903223
47.1,404800,840000,167,62,91224,105704,0.891083
47.2,980920,270000,159,96,94120,105704,0.755866
47.3,705000,540000,160,82,95568,105704,0.982739
47.4,810000,450000,155,94,97016,105704,0.924528
47.5,735000,510000,157,86,98464,105704,0.968372
47.6,765000,480000,155,86,99912,105704,0.950207
47.7,735000,510000,161,82,101360,105704,0.968372
47.8,765000,480000,163,84,102808,105704,0.950207
47.9,810000,450000,162,86,104256,105704,0.924528
48,765000,480000,163,88,104256,105704,0.950207
48.1,765000,480000,163,86,105704,105704,0.950207
48.2,795000,450000,163,86,107152,105704,0.928687
48.3,750000,510000,165,84,107152,105704,0.964989
48.4,795000,450000,165,86,108600,105704,0.928687
48.5,765000,480000,166,86,108600,105704,0.950207
48.6,795000,450000,165,88,108600,105704,0.928687
48.7,795000,450000,165,88,110048,105704,0.928687
48.8,795000,465000,166,89,110048,105704,0.935809
48.9,780000,465000,164,88,110048,105704,0.939836
49,765000,480000,168,87,111496,107152,0.950207
49.1,780000,465000,168,86,111496,107152,0.939836
49.2,780000,480000,168,86,111496,107152,0.946352
49.3,795000,450000,167,89,111496,108600,0.928687
49.4,765000,480000,168,89,111496,108600,0.950207
49.5,780000,465000,168,88,111496,108600,0.939836
49.6,780000,465000,168,90,111496,110048,0.939836
49.7,780000,480000,168,90,111496,110048,0.946352
49.8,780000,465000,166,92,111496,111496,0.939836
49.9,750000,495000,166,92,111496,112944,0.959738
50,750000,495000,168,91,111496,112944,0.959738
50.1,780000,480000,168,92,111496,114392,0.946352
50.2,750000,495000,168,90,111496,115840,0.959738
50.3,750000,495000,170,92,111496,117288,0.959738
50.4,750000,495000,170,94,111496,118736,0.959738
50.5,750000,495000,168,94,111496,120184,0.959738
50.6,750000,510000,168,95,111496,121632,0.964989
50.7,750000,495000,168,97,111496,123080,0.959738
50.8,720000,525000,168,97,111496,124528,0.976056
50.9,735000,510000,167,101,111496,127424,0.968372
51,735000,525000,168,99,111496,128872,0.972973
51.1,705000,540000,169,100,111496,130320,0.982739
51.2,705000,540000,169,112,112944,133216,0.982739
51.3,720000,530680,169,123,112944,133216,0.977599
51.4,720000,532200,169,125,112944,133216,0.978002
51.5,690000,547200,171,121,112944,133216,0.986853
51.6,720000,531320,172,122,119150,133216,0.977769
51.7,705000,547200,125,122,79640,133216,0.984368
51.8,285000,958400,161,84,82536,133216,0.773211
51.9,825000,419480,142,54,56472,92672,0.904011
52,1.03864e+06,188920,127,37,59368,92672,0.676067
52.1,1.155e+06,15000,126,100,59368,92672,0.512985
52.2,300000,945000,127,64,60816,94120,0.788396
52.3,855000,375000,137,79,62264,97016,0.867837
52.4,615000,630000,135,77,63712,99912,0.999855
52.5,750000,495000,137,79,63712,101360,0.959738
52.6,705000,555000,133,84,65160,104256,0.986026
52.7,675000,570000,136,86,65160,107152,0.992937
52.8,660000,585000,135,88,66608,108600,0.996384
52.9,660000,585000,139,89,66608,111496,0.996384
53,660000,585000,140,89,68056,112944,0.996384
53.1,660000,600000,140,90,68056,114392,0.997738
53.2,630000,615000,140,90,68056,115840,0.999855
53.3,660000,585000,140,92,68056,117288,0.996384
53.4,630000,615000,141,90,69504,118736,0.999855
53.5,645000,615000,140,92,69504,120184,0.999433
53.6,630000,615000,140,92,69504,121632,0.999855
53.7,615000,630000,142,91,70952,123080,0.999855
53.8,630000,615000,142,93,70952,124528,0.999855
53.9,600000,645000,145,91,72400,125976,0.998695
54,630000,630000,147,91,72400,125976,1
54.1,645000,600000,147,94,73848,127424,0.998695
54.2,615000,630000,148,95,73848,128872,0.999855
54.3,630000,615000,149,98,75296,128872,0.999855
